Key,practiceCode,LSOA,activityUnique,activityTotal,DSR,Signf
AE_01,B82098,E01013397,28,49,,
AE_01,B82098,E01013398,12,20,,
AE_01,B82098,E01013399,37,77,,
AE_01,B82098,E01013400,30,55,,
AE_01,B82098,E01013401,12,20,,
AE_01,B82098,E01013402,19,46,,
AE_01,B82098,E01013403,22,25,,
AE_01,B82098,E01013404,17,22,,
AE_01,B82098,E01013405,15,28,,
AE_01,B82098,E01013406,26,35,,
AE_01,B82098,E01013411,10,33,,
AE_01,B82098,E01013412,202,369,,
AE_01,B82098,E01013413,109,163,,
AE_01,B82098,E01013414,131,209,,
AE_01,B82098,E01013416,68,132,,
AE_01,B82098,E01013417,50,92,,
AE_01,B82098,E01013418,76,130,,
AE_01,B82098,E01013419,44,52,,
AE_01,B82098,E01013420,14,23,,
AE_01,B82098,E01013428,20,37,,
AE_01,B82098,E01013429,14,23,,
AE_01,B82098,E01013431,15,31,,
AE_01,B82098,E01013434,14,28,,
AE_01,B82098,E01013435,16,23,,
AE_01,B82098,E01013441,13,20,,
AE_01,B82098,E01013443,16,47,,
AE_01,B82098,E01013445,9,24,,
AE_01,B82098,E01013446,16,29,,
AE_01,B82098,E01033067,91,158,,
AE_01,B82098,E01033068,35,68,,
AE_01,B82098,E01033070,105,172,,
AE_01,B82098,E01033069,55,89,,
AE_01,B82100,E01013335,55,95,,
AE_01,B82100,E01013336,58,97,,
AE_01,B82100,E01013337,45,67,,
AE_01,B82100,E01013338,42,63,,
AE_01,B82100,E01013339,25,31,,
AE_01,B82100,E01013353,18,31,,
AE_01,B82100,E01013356,18,28,,
AE_01,B82100,E01013357,13,20,,
AE_01,B82100,E01013359,28,41,,
AE_01,B82100,E01013390,5,41,,
AE_01,B82100,E01013392,30,39,,
AE_01,B82100,E01013393,12,20,,
AE_01,B82100,E01013394,37,67,,
AE_01,B82100,E01013395,33,50,,
AE_01,B82100,E01013396,30,65,,
AE_01,B82100,E01013397,22,28,,
AE_01,B82100,E01013421,27,40,,
AE_01,B82100,E01013423,35,47,,
AE_01,B82100,E01013424,28,34,,
AE_01,B82100,E01013425,35,49,,
AE_01,B82100,E01013441,52,77,,
AE_01,B82100,E01013442,49,67,,
AE_01,B82100,E01013443,45,91,,
AE_01,B82100,E01013444,66,116,,
AE_01,B82100,E01013445,64,102,,
AE_01,B82100,E01013446,35,60,,
AE_01,B82100,E01013447,23,43,,
AE_01,B82100,E01013448,33,54,,
AE_01,B82100,E01013449,32,55,,
AE_01,B82105,E01027875,89,121,,
AE_01,B82105,E01027918,163,281,,
AE_01,B82105,E01027922,122,169,,
AE_01,B82105,E01027919,113,170,,
AE_01,B82105,E01027904,139,210,,
AE_01,B82105,E01011712,17,21,,
AE_01,B82105,E01027888,40,67,,
AE_01,B82105,E01027921,221,366,,
AE_01,B82105,E01027920,110,180,,
AE_01,B82619,E01027622,13,20,,
AE_01,B82619,E01027799,27,48,,
AE_01,B82619,E01027778,41,73,,
AE_01,B82619,E01027782,67,104,,
AE_01,B82619,E01027797,13,24,,
AE_01,B82619,E01027786,9,20,,
selbyUTC,All,E01013335,1,1,1,-1
selbyUTC,All,E01013336,1,1,1,-1
selbyUTC,All,E01013339,1,1,1,-1
selbyUTC,All,E01013341,3,3,2,-1
selbyUTC,All,E01013342,2,2,2,-1
selbyUTC,All,E01013346,1,1,0,-1
selbyUTC,All,E01013347,1,1,0,-1
selbyUTC,All,E01013348,1,1,1,-1
selbyUTC,All,E01013349,2,2,1,-1
selbyUTC,All,E01013350,3,3,1,-1
selbyUTC,All,E01013351,1,1,0,-1
selbyUTC,All,E01013352,5,6,4,-1
selbyUTC,All,E01013354,3,3,3,-1
selbyUTC,All,E01013355,2,2,1,-1
selbyUTC,All,E01013356,2,2,2,-1
selbyUTC,All,E01013357,1,1,0,-1
selbyUTC,All,E01013359,2,4,1,-1
selbyUTC,All,E01013361,1,1,1,-1
selbyUTC,All,E01013363,2,8,1,-1
selbyUTC,All,E01013365,5,10,2,-1
selbyUTC,All,E01013368,1,1,0,-1
selbyUTC,All,E01013369,1,1,0,-1
selbyUTC,All,E01013374,1,1,1,-1
selbyUTC,All,E01013375,1,1,1,-1
selbyUTC,All,E01013377,1,1,1,-1
selbyUTC,All,E01013378,3,3,1,-1
selbyUTC,All,E01013381,2,2,1,-1
selbyUTC,All,E01013383,2,2,1,-1
selbyUTC,All,E01013384,1,1,0,-1
selbyUTC,All,E01013385,3,4,2,-1
selbyUTC,All,E01013386,2,2,1,-1
selbyUTC,All,E01013387,3,3,2,-1
selbyUTC,All,E01013388,1,1,1,-1
selbyUTC,All,E01013392,2,3,1,-1
selbyUTC,All,E01013395,1,1,1,-1
selbyUTC,All,E01013396,3,3,2,-1
selbyUTC,All,E01013398,1,1,1,-1
selbyUTC,All,E01013403,1,1,1,-1
selbyUTC,All,E01013404,2,2,1,-1
selbyUTC,All,E01013407,1,2,1,-1
selbyUTC,All,E01013411,4,4,3,-1
selbyUTC,All,E01013412,1,3,1,-1
selbyUTC,All,E01013413,1,1,1,-1
selbyUTC,All,E01013418,1,1,0,-1
selbyUTC,All,E01013419,2,2,1,-1
selbyUTC,All,E01013421,4,4,3,-1
selbyUTC,All,E01013423,1,1,1,-1
selbyUTC,All,E01013424,4,5,5,-1
selbyUTC,All,E01013425,2,2,1,-1
selbyUTC,All,E01013426,1,1,1,-1
selbyUTC,All,E01013428,2,2,1,-1
selbyUTC,All,E01013431,3,3,1,-1
selbyUTC,All,E01013432,2,3,1,-1
selbyUTC,All,E01013433,1,1,1,-1
selbyUTC,All,E01013436,1,1,0,-1
selbyUTC,All,E01013438,3,3,2,-1
selbyUTC,All,E01013439,2,5,1,-1
selbyUTC,All,E01013441,2,2,1,-1
selbyUTC,All,E01013443,1,4,1,-1
selbyUTC,All,E01013444,4,6,2,-1
selbyUTC,All,E01013445,2,2,1,-1
selbyUTC,All,E01013446,2,2,1,-1
selbyUTC,All,E01013447,4,4,3,-1
selbyUTC,All,E01013448,1,1,1,-1
selbyUTC,All,E01013449,1,1,1,-1
selbyUTC,All,E01013450,36,51,29,1
selbyUTC,All,E01013451,7,8,5,-1
selbyUTC,All,E01013452,28,38,19,0
selbyUTC,All,E01027876,162,227,107,1
selbyUTC,All,E01027897,191,268,83,1
selbyUTC,All,E01027907,210,311,144,1
selbyUTC,All,E01027895,187,292,139,1
selbyUTC,All,E01027905,284,401,114,1
selbyUTC,All,E01027909,253,374,114,1
selbyUTC,All,E01027884,88,131,60,1
selbyUTC,All,E01027910,567,808,128,1
selbyUTC,All,E01027885,72,99,44,1
selbyUTC,All,E01027799,1,1,1,-1
selbyUTC,All,E01027903,67,91,57,1
selbyUTC,All,E01027899,63,104,39,1
selbyUTC,All,E01027883,63,77,62,1
selbyUTC,All,E01013119,1,1,1,-1
selbyUTC,All,E01027923,3,3,2,-1
selbyUTC,All,E01027881,245,356,157,1
selbyUTC,All,E01013127,2,2,1,-1
selbyUTC,All,E01027780,1,1,1,-1
selbyUTC,All,E01027901,110,141,67,1
selbyUTC,All,E01027886,121,203,83,1
selbyUTC,All,E01027912,99,148,104,1
selbyUTC,All,E01027898,172,256,62,1
selbyUTC,All,E01027882,211,301,118,1
selbyUTC,All,E01027894,295,458,120,1
selbyUTC,All,E01013055,2,3,2,-1
selbyUTC,All,E01013057,4,4,2,-1
selbyUTC,All,E01027916,105,141,70,1
selbyUTC,All,E01027797,2,3,1,-1
selbyUTC,All,E01027875,5,6,3,-1
selbyUTC,All,E01027913,134,196,118,1
selbyUTC,All,E01027900,119,161,61,1
selbyUTC,All,E01027892,8,14,5,-1
selbyUTC,All,E01027902,93,121,69,1
selbyUTC,All,E01027890,70,94,29,1
selbyUTC,All,E01013054,3,3,2,-1
selbyUTC,All,E01027877,167,230,98,1
selbyUTC,All,E01027917,188,244,69,1
selbyUTC,All,E01027911,184,327,137,1
selbyUTC,All,E01027915,112,148,56,1
selbyUTC,All,E01027918,26,29,18,0
selbyUTC,All,E01027893,191,272,93,1
selbyUTC,All,E01027879,198,330,186,1
selbyUTC,All,E01027784,1,1,1,-1
selbyUTC,All,E01027896,148,220,89,1
selbyUTC,All,E01027793,1,1,1,-1
selbyUTC,All,E01027922,19,21,9,-1
selbyUTC,All,E01013060,2,2,1,-1
selbyUTC,All,E01027878,144,196,112,1
selbyUTC,All,E01027887,133,175,87,1
selbyUTC,All,E01027880,167,220,105,1
selbyUTC,All,E01013122,4,4,3,-1
selbyUTC,All,E01027919,16,20,15,0
selbyUTC,All,E01027904,115,145,44,1
selbyUTC,All,E01011297,15,23,8,-1
selbyUTC,All,E01013022,10,16,6,-1
selbyUTC,All,E01027906,184,267,124,1
selbyUTC,All,E01027914,87,122,49,1
selbyUTC,All,E01027908,174,256,105,1
selbyUTC,All,E01013061,1,1,0,-1
selbyUTC,All,E01011299,8,11,3,-1
selbyUTC,All,E01027888,112,147,57,1
selbyUTC,All,E01013056,3,4,2,-1
selbyUTC,All,E01011298,25,28,18,0
selbyUTC,All,E01027921,20,21,12,0
selbyUTC,All,E01013052,2,2,1,-1
selbyUTC,All,E01027891,26,44,17,0
selbyUTC,All,E01027595,1,1,1,-1
selbyUTC,All,E01013053,3,4,3,-1
selbyUTC,All,E01013120,1,1,1,-1
selbyUTC,All,E01027920,16,18,17,0
selbyUTC,All,E01013121,1,2,1,-1
selbyUTC,B82018,E01013450,23,35,,
selbyUTC,B82018,E01027876,22,35,,
selbyUTC,B82018,E01027897,20,24,,
selbyUTC,B82018,E01027903,57,78,,
selbyUTC,B82018,E01027901,25,36,,
selbyUTC,B82018,E01027900,101,134,,
selbyUTC,B82018,E01027902,42,50,,
selbyUTC,B82018,E01027877,26,48,,
selbyUTC,B82031,E01027899,18,35,,
selbyUTC,B82031,E01027898,38,54,,
selbyUTC,B82031,E01027916,80,110,,
selbyUTC,B82031,E01027917,147,177,,
selbyUTC,B82031,E01027915,76,91,,
selbyUTC,B82031,E01027904,71,91,,
selbyUTC,B82031,E01027914,70,98,,
selbyUTC,B82031,E01027888,71,94,,
selbyUTC,B82041,E01027876,37,62,,
selbyUTC,B82041,E01027897,45,67,,
selbyUTC,B82041,E01027907,38,59,,
selbyUTC,B82041,E01027895,69,122,,
selbyUTC,B82041,E01027905,66,110,,
selbyUTC,B82041,E01027909,47,86,,
selbyUTC,B82041,E01027884,46,67,,
selbyUTC,B82041,E01027910,159,229,,
selbyUTC,B82041,E01027885,68,95,,
selbyUTC,B82041,E01027883,41,51,,
selbyUTC,B82041,E01027881,126,188,,
selbyUTC,B82041,E01027901,69,87,,
selbyUTC,B82041,E01027886,24,39,,
selbyUTC,B82041,E01027912,54,86,,
selbyUTC,B82041,E01027882,110,159,,
selbyUTC,B82041,E01027894,79,110,,
selbyUTC,B82041,E01027913,70,100,,
selbyUTC,B82041,E01027902,40,55,,
selbyUTC,B82041,E01027890,29,39,,
selbyUTC,B82041,E01027877,46,59,,
selbyUTC,B82041,E01027911,80,168,,
selbyUTC,B82041,E01027893,37,58,,
selbyUTC,B82041,E01027879,84,143,,
selbyUTC,B82041,E01027896,24,34,,
selbyUTC,B82041,E01027878,34,44,,
selbyUTC,B82041,E01027887,23,29,,
selbyUTC,B82041,E01027880,98,125,,
selbyUTC,B82041,E01027906,24,33,,
selbyUTC,B82041,E01027908,27,38,,
selbyUTC,B82073,E01027895,46,69,,
selbyUTC,B82073,E01027899,44,68,,
selbyUTC,B82073,E01027898,131,199,,
selbyUTC,B82073,E01027894,101,157,,
selbyUTC,B82073,E01027916,23,28,,
selbyUTC,B82073,E01027917,39,65,,
selbyUTC,B82073,E01027915,35,56,,
selbyUTC,B82073,E01027893,75,105,,
selbyUTC,B82073,E01011297,15,23,,
selbyUTC,B82073,E01027914,16,22,,
selbyUTC,B82073,E01027888,18,27,,
selbyUTC,B82073,E01011298,23,26,,
selbyUTC,B82073,E01027891,22,38,,
selbyUTC,B82074,E01027876,65,88,,
selbyUTC,B82074,E01027897,94,133,,
selbyUTC,B82074,E01027907,69,109,,
selbyUTC,B82074,E01027895,41,58,,
selbyUTC,B82074,E01027905,90,123,,
selbyUTC,B82074,E01027909,130,183,,
selbyUTC,B82074,E01027884,28,43,,
selbyUTC,B82074,E01027910,263,389,,
selbyUTC,B82074,E01027881,64,97,,
selbyUTC,B82074,E01027886,62,110,,
selbyUTC,B82074,E01027912,32,40,,
selbyUTC,B82074,E01027882,64,88,,
selbyUTC,B82074,E01027894,60,110,,
selbyUTC,B82074,E01027913,46,68,,
selbyUTC,B82074,E01027890,24,29,,
selbyUTC,B82074,E01027877,50,66,,
selbyUTC,B82074,E01027911,65,111,,
selbyUTC,B82074,E01027893,38,55,,
selbyUTC,B82074,E01027879,70,124,,
selbyUTC,B82074,E01027896,106,162,,
selbyUTC,B82074,E01027878,63,89,,
selbyUTC,B82074,E01027887,65,91,,
selbyUTC,B82074,E01027880,41,59,,
selbyUTC,B82074,E01027906,57,72,,
selbyUTC,B82074,E01027908,81,127,,
selbyUTC,B82081,E01013452,21,28,,
selbyUTC,B82097,E01027876,35,39,,
selbyUTC,B82097,E01027897,30,41,,
selbyUTC,B82097,E01027907,99,138,,
selbyUTC,B82097,E01027895,29,41,,
selbyUTC,B82097,E01027905,115,147,,
selbyUTC,B82097,E01027909,62,90,,
selbyUTC,B82097,E01027910,130,172,,
selbyUTC,B82097,E01027881,48,62,,
selbyUTC,B82097,E01027886,19,36,,
selbyUTC,B82097,E01027912,12,21,,
selbyUTC,B82097,E01027882,35,52,,
selbyUTC,B82097,E01027894,53,79,,
selbyUTC,B82097,E01027913,18,28,,
selbyUTC,B82097,E01027890,15,23,,
selbyUTC,B82097,E01027877,36,47,,
selbyUTC,B82097,E01027911,36,45,,
selbyUTC,B82097,E01027893,31,41,,
selbyUTC,B82097,E01027879,42,61,,
selbyUTC,B82097,E01027896,17,23,,
selbyUTC,B82097,E01027878,39,48,,
selbyUTC,B82097,E01027887,35,44,,
selbyUTC,B82097,E01027880,25,33,,
selbyUTC,B82097,E01027906,98,157,,
selbyUTC,B82097,E01027908,59,83,,
selbyUTC,B82105,E01027918,25,28,,
selbyUTC,B82105,E01027922,18,20,,
selbyUTC,B82105,E01027919,16,20,,
selbyUTC,B82105,E01027904,37,45,,
selbyUTC,B82105,E01027921,20,21,,
