period,practice_code,lsoa,population
01/01/2020,B82100,E01013342,104
01/01/2020,B82100,E01013353,159
01/01/2020,B82100,E01013354,96
01/01/2020,B82100,E01013355,75
01/01/2020,B82100,E01013356,99
01/01/2020,B82100,E01013357,85
01/01/2020,B82100,E01013358,66
01/01/2020,B82100,E01013359,186
01/01/2020,B82100,E01013390,40
01/01/2020,B82100,E01013391,70
01/01/2020,B82100,E01013392,207
01/01/2020,B82100,E01013393,122
01/01/2020,B82100,E01013394,200
01/01/2020,B82100,E01013395,174
01/01/2020,B82100,E01013396,203
01/01/2020,B82100,E01013397,142
01/01/2020,B82100,E01013417,27
01/01/2020,B82100,E01013421,301
01/01/2020,B82100,E01013422,114
01/01/2020,B82100,E01013423,292
01/01/2020,B82100,E01013424,264
01/01/2020,B82100,E01013425,263
01/01/2020,B82100,E01013426,59
01/01/2020,B82100,E01013427,61
01/01/2020,B82100,E01013429,26
01/01/2020,B82100,E01013431,24
01/01/2020,B82100,E01013432,23
01/01/2020,B82100,E01013433,22
01/01/2020,B82100,E01013441,314
01/01/2020,B82100,E01013442,270
01/01/2020,B82100,E01013443,246
01/01/2020,B82100,E01013444,377
01/01/2020,B82100,E01013445,322
01/01/2020,B82100,E01013446,219
01/01/2020,B82100,E01013447,193
01/01/2020,B82100,E01013448,205
01/01/2020,B82100,E01013449,211
01/01/2020,B82100,E01027684,22
01/01/2020,B82100,E01027875,107
01/01/2020,B82103,E01013348,21
01/01/2020,B82103,E01013363,21
01/01/2020,B82103,E01013378,27
01/01/2020,B82103,E01013379,254
01/01/2020,B82103,E01013380,353
01/01/2020,B82103,E01013381,161
01/01/2020,B82103,E01013382,59
01/01/2020,B82103,E01013383,228
01/01/2020,B82103,E01013384,140
01/01/2020,B82103,E01013385,51
01/01/2020,B82103,E01013386,33
01/01/2020,B82103,E01013387,170
01/01/2020,B82103,E01013388,107
01/01/2020,B82103,E01013389,171
01/01/2020,B82103,E01013398,22
01/01/2020,B82103,E01013399,26
01/01/2020,B82103,E01013400,23
01/01/2020,B82103,E01013401,22
01/01/2020,B82103,E01013402,21
01/01/2020,B82103,E01013406,31
01/01/2020,B82103,E01013419,68
01/01/2020,B82103,E01013420,33
01/01/2020,B82105,E01011697,41
01/01/2020,B82105,E01011707,27
01/01/2020,B82105,E01011709,24
01/01/2020,B82105,E01011710,54
01/01/2020,B82105,E01011711,22
01/01/2020,B82105,E01011712,100
01/01/2020,B82105,E01013421,47
01/01/2020,B82105,E01027684,163
01/01/2020,B82105,E01027875,772
01/01/2020,B82105,E01027888,384
01/01/2020,B82105,E01027904,1149
01/01/2020,B82105,E01027918,1308
01/01/2020,B82105,E01027919,983
01/01/2020,B82105,E01027920,976
01/01/2020,B82105,E01027921,1506
01/01/2020,B82105,E01027922,1263
01/01/2020,B82619,E01027622,59
01/01/2020,B82619,E01027774,65
01/01/2020,B82619,E01027775,66
01/01/2020,B82619,E01027778,299
01/01/2020,B82619,E01027782,467
01/01/2020,B82619,E01027785,22
01/01/2020,B82619,E01027786,27
01/01/2020,B82619,E01027797,99
01/01/2020,B82619,E01027799,151
01/10/2019,B81036,E01012922,22
01/10/2019,B81036,E01012981,29
01/10/2019,B81036,E01013052,2315
01/10/2019,B81036,E01013053,1543
01/10/2019,B81036,E01013054,2363
01/10/2019,B81036,E01013055,1501
01/10/2019,B81036,E01013056,1650
01/10/2019,B81036,E01013057,544
01/10/2019,B81036,E01013058,1283
01/10/2019,B81036,E01013059,832
01/10/2019,B81036,E01013060,49
01/10/2019,B81036,E01013061,28
01/10/2019,B81036,E01013119,1176
01/10/2019,B81036,E01013120,154
01/10/2019,B81036,E01013121,31
01/10/2019,B81036,E01013122,903
01/10/2019,B81036,E01013123,48
01/10/2019,B81036,E01013124,61
01/10/2019,B81036,E01013125,162
01/10/2019,B81036,E01013126,1123
01/10/2019,B81036,E01013127,819
01/10/2019,B81036,E01027803,29
01/10/2019,B82002,E01027594,1736
01/10/2019,B82002,E01027595,1330
01/10/2019,B82002,E01027596,1287
01/10/2019,B82002,E01027600,604
01/10/2019,B82002,E01027601,446
01/10/2019,B82002,E01027619,286
01/10/2019,B82002,E01027622,402
01/10/2019,B82002,E01027634,525
01/10/2019,B82002,E01027635,32
01/10/2019,B82002,E01027636,492
01/10/2019,B82005,E01013335,473
01/10/2019,B82005,E01013336,325
01/10/2019,B82005,E01013337,360
01/10/2019,B82005,E01013338,1055
01/10/2019,B82005,E01013339,448
01/10/2019,B82005,E01013340,90
01/10/2019,B82005,E01013341,134
01/10/2019,B82005,E01013342,72
01/10/2019,B82005,E01013343,225
01/10/2019,B82005,E01013344,146
01/10/2019,B82005,E01013345,278
01/10/2019,B82005,E01013346,337
01/10/2019,B82005,E01013347,531
01/10/2019,B82005,E01013348,468
01/10/2019,B82005,E01013349,761
01/10/2019,B82005,E01013350,625
01/10/2019,B82005,E01013351,93
01/10/2019,B82005,E01013352,77
01/10/2019,B82005,E01013353,466
01/10/2019,B82005,E01013354,269
01/10/2019,B82005,E01013355,267
01/10/2019,B82005,E01013356,286
01/10/2019,B82005,E01013357,545
01/10/2019,B82005,E01013358,299
01/10/2019,B82005,E01013359,557
01/10/2019,B82005,E01013360,1307
01/10/2019,B82005,E01013361,479
01/10/2019,B82005,E01013362,920
01/10/2019,B82005,E01013363,734
01/10/2019,B82005,E01013364,506
01/10/2019,B82005,E01013365,1972
01/10/2019,B82005,E01013366,243
01/10/2019,B82005,E01013368,358
01/10/2019,B82005,E01013369,270
01/10/2019,B82005,E01013370,36
01/10/2019,B82005,E01013371,45
01/10/2019,B82005,E01013372,26
01/10/2019,B82005,E01013373,63
01/10/2019,B82005,E01013374,49
01/10/2019,B82005,E01013375,36
01/10/2019,B82005,E01013376,47
01/10/2019,B82005,E01013377,53
01/10/2019,B82005,E01013378,541
01/10/2019,B82005,E01013379,814
01/10/2019,B82005,E01013380,709
01/10/2019,B82005,E01013381,920
01/10/2019,B82005,E01013382,1129
01/10/2019,B82005,E01013383,975
01/10/2019,B82005,E01013384,1077
01/10/2019,B82005,E01013385,1029
01/10/2019,B82005,E01013386,1045
01/10/2019,B82005,E01013387,884
01/10/2019,B82005,E01013388,480
01/10/2019,B82005,E01013389,749
01/10/2019,B82005,E01013390,705
01/10/2019,B82005,E01013391,471
01/10/2019,B82005,E01013392,742
01/10/2019,B82005,E01013393,688
01/10/2019,B82005,E01013394,462
01/10/2019,B82005,E01013395,432
01/10/2019,B82005,E01013396,347
01/10/2019,B82005,E01013397,369
01/10/2019,B82005,E01013398,986
01/10/2019,B82005,E01013399,1351
01/10/2019,B82005,E01013400,680
01/10/2019,B82005,E01013401,1022
01/10/2019,B82005,E01013402,654
01/10/2019,B82005,E01013403,761
01/10/2019,B82005,E01013404,232
01/10/2019,B82005,E01013405,392
01/10/2019,B82005,E01013406,1012
01/10/2019,B82005,E01013407,112
01/10/2019,B82005,E01013408,95
01/10/2019,B82005,E01013409,287
01/10/2019,B82005,E01013410,141
01/10/2019,B82005,E01013411,250
01/10/2019,B82005,E01013412,309
01/10/2019,B82005,E01013413,343
01/10/2019,B82005,E01013414,235
01/10/2019,B82005,E01013416,571
01/10/2019,B82005,E01013417,182
01/10/2019,B82005,E01013418,831
01/10/2019,B82005,E01013419,1481
01/10/2019,B82005,E01013420,928
01/10/2019,B82005,E01013421,155
01/10/2019,B82005,E01013422,254
01/10/2019,B82005,E01013423,54
01/10/2019,B82005,E01013424,61
01/10/2019,B82005,E01013425,91
01/10/2019,B82005,E01013426,101
01/10/2019,B82005,E01013427,92
01/10/2019,B82005,E01013428,853
01/10/2019,B82005,E01013429,604
01/10/2019,B82005,E01013430,136
01/10/2019,B82005,E01013431,640
01/10/2019,B82005,E01013432,615
01/10/2019,B82005,E01013433,422
01/10/2019,B82005,E01013434,476
01/10/2019,B82005,E01013435,539
01/10/2019,B82005,E01013436,79
01/10/2019,B82005,E01013437,123
01/10/2019,B82005,E01013441,352
01/10/2019,B82005,E01013442,364
01/10/2019,B82005,E01013443,699
01/10/2019,B82005,E01013444,429
01/10/2019,B82005,E01013445,571
01/10/2019,B82005,E01013446,805
01/10/2019,B82005,E01013447,903
01/10/2019,B82005,E01013448,639
01/10/2019,B82005,E01013449,584
01/10/2019,B82005,E01013450,307
01/10/2019,B82005,E01013451,24
01/10/2019,B82005,E01013452,76
01/10/2019,B82005,E01027696,2122
01/10/2019,B82005,E01027875,49
01/10/2019,B82005,E01027900,23
01/10/2019,B82005,E01027901,29
01/10/2019,B82005,E01027902,49
01/10/2019,B82005,E01027903,24
01/10/2019,B82005,E01033067,475
01/10/2019,B82005,E01033068,341
01/10/2019,B82005,E01033069,369
01/10/2019,B82005,E01033070,220
01/10/2019,B82018,E01013022,66
01/10/2019,B82018,E01013365,80
01/10/2019,B82018,E01013450,645
01/10/2019,B82018,E01013452,273
01/10/2019,B82018,E01027876,142
01/10/2019,B82018,E01027877,261
01/10/2019,B82018,E01027897,295
01/10/2019,B82018,E01027900,1658
01/10/2019,B82018,E01027901,432
01/10/2019,B82018,E01027902,736
01/10/2019,B82018,E01027903,1407
01/10/2019,B82021,E01013335,59
01/10/2019,B82021,E01013336,46
01/10/2019,B82021,E01013337,88
01/10/2019,B82021,E01013338,98
01/10/2019,B82021,E01013339,94
01/10/2019,B82021,E01013340,98
01/10/2019,B82021,E01013341,77
01/10/2019,B82021,E01013342,85
01/10/2019,B82021,E01013345,23
01/10/2019,B82021,E01013346,30
01/10/2019,B82021,E01013353,135
01/10/2019,B82021,E01013354,54
01/10/2019,B82021,E01013355,155
01/10/2019,B82021,E01013356,71
01/10/2019,B82021,E01013357,537
01/10/2019,B82021,E01013358,575
01/10/2019,B82021,E01013359,75
01/10/2019,B82021,E01013364,25
01/10/2019,B82021,E01013390,80
01/10/2019,B82021,E01013391,573
01/10/2019,B82021,E01013392,83
01/10/2019,B82021,E01013393,124
01/10/2019,B82021,E01013394,70
01/10/2019,B82021,E01013395,256
01/10/2019,B82021,E01013396,145
01/10/2019,B82021,E01013397,463
01/10/2019,B82021,E01013412,301
01/10/2019,B82021,E01013413,321
01/10/2019,B82021,E01013414,151
01/10/2019,B82021,E01013416,421
01/10/2019,B82021,E01013417,1183
01/10/2019,B82021,E01013418,161
01/10/2019,B82021,E01013421,54
01/10/2019,B82021,E01013422,43
01/10/2019,B82021,E01013423,32
01/10/2019,B82021,E01013424,22
01/10/2019,B82021,E01013425,52
01/10/2019,B82021,E01013427,37
01/10/2019,B82021,E01013432,23
01/10/2019,B82021,E01013435,21
01/10/2019,B82021,E01013441,90
01/10/2019,B82021,E01013442,37
01/10/2019,B82021,E01013443,90
01/10/2019,B82021,E01013444,60
01/10/2019,B82021,E01013445,88
01/10/2019,B82021,E01013446,37
01/10/2019,B82021,E01013447,47
01/10/2019,B82021,E01013448,58
01/10/2019,B82021,E01013449,80
01/10/2019,B82021,E01027875,85
01/10/2019,B82021,E01033068,219
01/10/2019,B82021,E01033069,176
01/10/2019,B82021,E01033070,23
01/10/2019,B82026,E01013335,446
01/10/2019,B82026,E01013336,378
01/10/2019,B82026,E01013337,535
01/10/2019,B82026,E01013338,368
01/10/2019,B82026,E01013339,457
01/10/2019,B82026,E01013341,25
01/10/2019,B82026,E01013346,29
01/10/2019,B82026,E01013348,40
01/10/2019,B82026,E01013351,55
01/10/2019,B82026,E01013353,181
01/10/2019,B82026,E01013354,152
01/10/2019,B82026,E01013355,137
01/10/2019,B82026,E01013356,142
01/10/2019,B82026,E01013357,163
01/10/2019,B82026,E01013358,84
01/10/2019,B82026,E01013359,198
01/10/2019,B82026,E01013370,1326
01/10/2019,B82026,E01013371,1320
01/10/2019,B82026,E01013372,1570
01/10/2019,B82026,E01013373,1383
01/10/2019,B82026,E01013374,1343
01/10/2019,B82026,E01013375,1148
01/10/2019,B82026,E01013376,1367
01/10/2019,B82026,E01013377,1471
01/10/2019,B82026,E01013379,34
01/10/2019,B82026,E01013385,44
01/10/2019,B82026,E01013386,78
01/10/2019,B82026,E01013387,52
01/10/2019,B82026,E01013388,91
01/10/2019,B82026,E01013389,29
01/10/2019,B82026,E01013390,84
01/10/2019,B82026,E01013391,89
01/10/2019,B82026,E01013392,208
01/10/2019,B82026,E01013393,126
01/10/2019,B82026,E01013394,158
01/10/2019,B82026,E01013395,119
01/10/2019,B82026,E01013396,243
01/10/2019,B82026,E01013397,105
01/10/2019,B82026,E01013404,929
01/10/2019,B82026,E01013405,472
01/10/2019,B82026,E01013406,432
01/10/2019,B82026,E01013407,936
01/10/2019,B82026,E01013408,773
01/10/2019,B82026,E01013409,732
01/10/2019,B82026,E01013410,1094
01/10/2019,B82026,E01013411,650
01/10/2019,B82026,E01013412,32
01/10/2019,B82026,E01013414,21
01/10/2019,B82026,E01013417,26
01/10/2019,B82026,E01013419,22
01/10/2019,B82026,E01013421,311
01/10/2019,B82026,E01013422,1113
01/10/2019,B82026,E01013423,34
01/10/2019,B82026,E01013425,32
01/10/2019,B82026,E01013426,1381
01/10/2019,B82026,E01013427,1211
01/10/2019,B82026,E01013429,49
01/10/2019,B82026,E01013430,167
01/10/2019,B82026,E01013431,21
01/10/2019,B82026,E01013432,71
01/10/2019,B82026,E01013433,33
01/10/2019,B82026,E01013434,58
01/10/2019,B82026,E01013435,31
01/10/2019,B82026,E01013436,492
01/10/2019,B82026,E01013437,932
01/10/2019,B82026,E01013438,261
01/10/2019,B82026,E01013439,180
01/10/2019,B82026,E01013440,312
01/10/2019,B82026,E01013441,263
01/10/2019,B82026,E01013442,513
01/10/2019,B82026,E01013443,308
01/10/2019,B82026,E01013444,457
01/10/2019,B82026,E01013445,368
01/10/2019,B82026,E01013446,348
01/10/2019,B82026,E01013447,277
01/10/2019,B82026,E01013448,269
01/10/2019,B82026,E01013449,344
01/10/2019,B82026,E01027601,39
01/10/2019,B82026,E01027619,85
01/10/2019,B82026,E01027684,96
01/10/2019,B82026,E01027696,176
01/10/2019,B82026,E01027797,104
01/10/2019,B82026,E01027799,34
01/10/2019,B82031,E01027886,111
01/10/2019,B82031,E01027887,33
01/10/2019,B82031,E01027888,1235
01/10/2019,B82031,E01027891,29
01/10/2019,B82031,E01027893,109
01/10/2019,B82031,E01027898,596
01/10/2019,B82031,E01027899,319
01/10/2019,B82031,E01027904,1138
01/10/2019,B82031,E01027914,1323
01/10/2019,B82031,E01027915,1514
01/10/2019,B82031,E01027916,1276
01/10/2019,B82031,E01027917,2137
01/10/2019,B82031,E01027922,21
01/10/2019,B82033,E01027774,204
01/10/2019,B82033,E01027776,1153
01/10/2019,B82033,E01027777,316
01/10/2019,B82033,E01027783,28
01/10/2019,B82033,E01027792,2107
01/10/2019,B82033,E01027793,1501
01/10/2019,B82033,E01027794,1925
01/10/2019,B82033,E01027795,1567
01/10/2019,B82033,E01027800,240
01/10/2019,B82033,E01027801,892
01/10/2019,B82033,E01027802,555
01/10/2019,B82041,E01027876,365
01/10/2019,B82041,E01027877,383
01/10/2019,B82041,E01027878,380
01/10/2019,B82041,E01027879,661
01/10/2019,B82041,E01027880,795
01/10/2019,B82041,E01027881,870
01/10/2019,B82041,E01027882,915
01/10/2019,B82041,E01027883,544
01/10/2019,B82041,E01027884,767
01/10/2019,B82041,E01027885,1012
01/10/2019,B82041,E01027886,314
01/10/2019,B82041,E01027887,347
01/10/2019,B82041,E01027890,363
01/10/2019,B82041,E01027893,337
01/10/2019,B82041,E01027894,508
01/10/2019,B82041,E01027895,495
01/10/2019,B82041,E01027896,312
01/10/2019,B82041,E01027897,452
01/10/2019,B82041,E01027901,1119
01/10/2019,B82041,E01027902,605
01/10/2019,B82041,E01027903,76
01/10/2019,B82041,E01027905,479
01/10/2019,B82041,E01027906,214
01/10/2019,B82041,E01027907,235
01/10/2019,B82041,E01027908,240
01/10/2019,B82041,E01027909,431
01/10/2019,B82041,E01027910,1148
01/10/2019,B82041,E01027911,607
01/10/2019,B82041,E01027912,442
01/10/2019,B82041,E01027913,494
01/10/2019,B82047,E01013343,40
01/10/2019,B82047,E01013345,31
01/10/2019,B82047,E01013348,29
01/10/2019,B82047,E01013351,55
01/10/2019,B82047,E01013352,59
01/10/2019,B82047,E01013360,441
01/10/2019,B82047,E01013361,999
01/10/2019,B82047,E01013362,668
01/10/2019,B82047,E01013363,1604
01/10/2019,B82047,E01013364,849
01/10/2019,B82047,E01013365,437
01/10/2019,B82047,E01013366,65
01/10/2019,B82047,E01013368,53
01/10/2019,B82047,E01013369,63
01/10/2019,B82047,E01013378,7562
01/10/2019,B82047,E01013379,57
01/10/2019,B82047,E01013380,126
01/10/2019,B82047,E01013381,111
01/10/2019,B82047,E01013382,43
01/10/2019,B82047,E01013383,167
01/10/2019,B82047,E01013384,211
01/10/2019,B82047,E01013385,27
01/10/2019,B82047,E01013386,21
01/10/2019,B82047,E01013387,48
01/10/2019,B82047,E01013388,28
01/10/2019,B82047,E01013389,45
01/10/2019,B82047,E01013390,35
01/10/2019,B82047,E01013391,61
01/10/2019,B82047,E01013395,23
01/10/2019,B82047,E01013398,492
01/10/2019,B82047,E01013399,217
01/10/2019,B82047,E01013400,675
01/10/2019,B82047,E01013401,366
01/10/2019,B82047,E01013402,894
01/10/2019,B82047,E01013403,691
01/10/2019,B82047,E01013406,25
01/10/2019,B82047,E01013412,90
01/10/2019,B82047,E01013413,43
01/10/2019,B82047,E01013414,92
01/10/2019,B82047,E01013416,74
01/10/2019,B82047,E01013417,46
01/10/2019,B82047,E01013418,61
01/10/2019,B82047,E01013419,440
01/10/2019,B82047,E01013420,831
01/10/2019,B82047,E01013450,27
01/10/2019,B82047,E01033067,240
01/10/2019,B82047,E01033068,108
01/10/2019,B82047,E01033069,69
01/10/2019,B82047,E01033070,643
01/10/2019,B82064,E01027594,106
01/10/2019,B82064,E01027595,108
01/10/2019,B82064,E01027596,67
01/10/2019,B82064,E01027600,126
01/10/2019,B82064,E01027601,122
01/10/2019,B82064,E01027619,1159
01/10/2019,B82064,E01027622,27
01/10/2019,B82064,E01027634,1470
01/10/2019,B82064,E01027636,26
01/10/2019,B82068,E01027627,45
01/10/2019,B82068,E01027636,24
01/10/2019,B82068,E01027775,160
01/10/2019,B82068,E01027776,25
01/10/2019,B82068,E01027777,57
01/10/2019,B82068,E01027780,1213
01/10/2019,B82068,E01027781,1110
01/10/2019,B82068,E01027782,33
01/10/2019,B82068,E01027783,233
01/10/2019,B82068,E01027784,95
01/10/2019,B82068,E01027800,331
01/10/2019,B82071,E01013340,941
01/10/2019,B82071,E01013341,879
01/10/2019,B82071,E01013342,1062
01/10/2019,B82071,E01013354,48
01/10/2019,B82071,E01013355,101
01/10/2019,B82071,E01013356,23
01/10/2019,B82071,E01013357,193
01/10/2019,B82071,E01013412,35
01/10/2019,B82071,E01013414,25
01/10/2019,B82071,E01013421,306
01/10/2019,B82071,E01013423,883
01/10/2019,B82071,E01013424,945
01/10/2019,B82071,E01013425,1052
01/10/2019,B82071,E01027875,825
01/10/2019,B82073,E01011297,313
01/10/2019,B82073,E01011298,1221
01/10/2019,B82073,E01011299,55
01/10/2019,B82073,E01027888,211
01/10/2019,B82073,E01027891,537
01/10/2019,B82073,E01027892,249
01/10/2019,B82073,E01027893,920
01/10/2019,B82073,E01027894,941
01/10/2019,B82073,E01027895,441
01/10/2019,B82073,E01027898,2239
01/10/2019,B82073,E01027899,733
01/10/2019,B82073,E01027904,131
01/10/2019,B82073,E01027914,257
01/10/2019,B82073,E01027915,590
01/10/2019,B82073,E01027916,305
01/10/2019,B82073,E01027917,509
01/10/2019,B82073,E01027923,25
01/10/2019,B82074,E01027876,705
01/10/2019,B82074,E01027877,549
01/10/2019,B82074,E01027878,574
01/10/2019,B82074,E01027879,511
01/10/2019,B82074,E01027880,469
01/10/2019,B82074,E01027881,490
01/10/2019,B82074,E01027882,644
01/10/2019,B82074,E01027883,152
01/10/2019,B82074,E01027884,279
01/10/2019,B82074,E01027886,773
01/10/2019,B82074,E01027887,744
01/10/2019,B82074,E01027888,43
01/10/2019,B82074,E01027890,247
01/10/2019,B82074,E01027893,348
01/10/2019,B82074,E01027894,427
01/10/2019,B82074,E01027895,338
01/10/2019,B82074,E01027896,1286
01/10/2019,B82074,E01027897,1137
01/10/2019,B82074,E01027901,93
01/10/2019,B82074,E01027902,70
01/10/2019,B82074,E01027905,969
01/10/2019,B82074,E01027906,471
01/10/2019,B82074,E01027907,514
01/10/2019,B82074,E01027908,729
01/10/2019,B82074,E01027909,1258
01/10/2019,B82074,E01027910,2074
01/10/2019,B82074,E01027911,612
01/10/2019,B82074,E01027912,298
01/10/2019,B82074,E01027913,513
01/10/2019,B82077,E01027774,26
01/10/2019,B82077,E01027776,369
01/10/2019,B82077,E01027777,938
01/10/2019,B82077,E01027780,582
01/10/2019,B82077,E01027781,97
01/10/2019,B82077,E01027782,50
01/10/2019,B82077,E01027783,1456
01/10/2019,B82077,E01027784,1543
01/10/2019,B82077,E01027792,81
01/10/2019,B82077,E01027793,46
01/10/2019,B82077,E01027794,72
01/10/2019,B82077,E01027795,46
01/10/2019,B82077,E01027800,639
01/10/2019,B82079,E01027594,149
01/10/2019,B82079,E01027595,136
01/10/2019,B82079,E01027596,108
01/10/2019,B82079,E01027601,1220
01/10/2019,B82079,E01027622,1296
01/10/2019,B82079,E01027634,21
01/10/2019,B82079,E01027778,22
01/10/2019,B82079,E01027782,28
01/10/2019,B82079,E01027799,445
01/10/2019,B82080,E01013057,78
01/10/2019,B82080,E01013059,369
01/10/2019,B82080,E01013060,1985
01/10/2019,B82080,E01013061,1596
01/10/2019,B82080,E01013119,111
01/10/2019,B82080,E01013126,528
01/10/2019,B82080,E01013348,24
01/10/2019,B82080,E01013351,1199
01/10/2019,B82080,E01013352,1177
01/10/2019,B82080,E01013370,86
01/10/2019,B82080,E01013371,48
01/10/2019,B82080,E01013372,56
01/10/2019,B82080,E01013373,86
01/10/2019,B82080,E01013374,96
01/10/2019,B82080,E01013375,64
01/10/2019,B82080,E01013376,72
01/10/2019,B82080,E01013377,46
01/10/2019,B82080,E01013386,46
01/10/2019,B82080,E01013387,21
01/10/2019,B82080,E01013404,216
01/10/2019,B82080,E01013405,258
01/10/2019,B82080,E01013406,195
01/10/2019,B82080,E01013407,320
01/10/2019,B82080,E01013408,328
01/10/2019,B82080,E01013409,668
01/10/2019,B82080,E01013410,96
01/10/2019,B82080,E01013411,401
01/10/2019,B82080,E01013419,100
01/10/2019,B82080,E01013436,911
01/10/2019,B82080,E01013437,129
01/10/2019,B82080,E01013438,1625
01/10/2019,B82080,E01013439,1402
01/10/2019,B82080,E01013440,1580
01/10/2019,B82080,E01027601,104
01/10/2019,B82080,E01027622,58
01/10/2019,B82080,E01027778,190
01/10/2019,B82080,E01027782,32
01/10/2019,B82080,E01027797,1230
01/10/2019,B82080,E01027799,1099
01/10/2019,B82080,E01027803,23
01/10/2019,B82081,E01013022,70
01/10/2019,B82081,E01013023,21
01/10/2019,B82081,E01013057,1046
01/10/2019,B82081,E01013058,139
01/10/2019,B82081,E01013059,499
01/10/2019,B82081,E01013122,90
01/10/2019,B82081,E01013126,61
01/10/2019,B82081,E01013127,696
01/10/2019,B82081,E01013351,636
01/10/2019,B82081,E01013352,431
01/10/2019,B82081,E01013419,27
01/10/2019,B82081,E01013420,22
01/10/2019,B82081,E01013450,362
01/10/2019,B82081,E01013451,1240
01/10/2019,B82081,E01013452,1358
01/10/2019,B82081,E01027797,29
01/10/2019,B82081,E01027900,196
01/10/2019,B82083,E01013335,397
01/10/2019,B82083,E01013336,383
01/10/2019,B82083,E01013337,297
01/10/2019,B82083,E01013338,501
01/10/2019,B82083,E01013339,294
01/10/2019,B82083,E01013340,72
01/10/2019,B82083,E01013341,73
01/10/2019,B82083,E01013342,65
01/10/2019,B82083,E01013343,1199
01/10/2019,B82083,E01013344,1189
01/10/2019,B82083,E01013345,1204
01/10/2019,B82083,E01013346,1166
01/10/2019,B82083,E01013347,1141
01/10/2019,B82083,E01013348,1461
01/10/2019,B82083,E01013349,720
01/10/2019,B82083,E01013350,889
01/10/2019,B82083,E01013352,23
01/10/2019,B82083,E01013353,552
01/10/2019,B82083,E01013354,674
01/10/2019,B82083,E01013355,839
01/10/2019,B82083,E01013356,743
01/10/2019,B82083,E01013357,596
01/10/2019,B82083,E01013358,167
01/10/2019,B82083,E01013359,463
01/10/2019,B82083,E01013360,28
01/10/2019,B82083,E01013361,69
01/10/2019,B82083,E01013362,70
01/10/2019,B82083,E01013363,243
01/10/2019,B82083,E01013364,183
01/10/2019,B82083,E01013365,71
01/10/2019,B82083,E01013366,1065
01/10/2019,B82083,E01013368,1267
01/10/2019,B82083,E01013369,970
01/10/2019,B82083,E01013370,67
01/10/2019,B82083,E01013371,87
01/10/2019,B82083,E01013372,45
01/10/2019,B82083,E01013373,72
01/10/2019,B82083,E01013374,97
01/10/2019,B82083,E01013375,49
01/10/2019,B82083,E01013376,40
01/10/2019,B82083,E01013377,107
01/10/2019,B82083,E01013378,41
01/10/2019,B82083,E01013379,175
01/10/2019,B82083,E01013380,453
01/10/2019,B82083,E01013381,215
01/10/2019,B82083,E01013382,358
01/10/2019,B82083,E01013383,655
01/10/2019,B82083,E01013384,211
01/10/2019,B82083,E01013385,233
01/10/2019,B82083,E01013386,433
01/10/2019,B82083,E01013387,230
01/10/2019,B82083,E01013388,130
01/10/2019,B82083,E01013389,144
01/10/2019,B82083,E01013390,520
01/10/2019,B82083,E01013391,435
01/10/2019,B82083,E01013392,405
01/10/2019,B82083,E01013393,392
01/10/2019,B82083,E01013394,526
01/10/2019,B82083,E01013395,401
01/10/2019,B82083,E01013396,601
01/10/2019,B82083,E01013397,310
01/10/2019,B82083,E01013398,57
01/10/2019,B82083,E01013399,150
01/10/2019,B82083,E01013400,174
01/10/2019,B82083,E01013401,107
01/10/2019,B82083,E01013402,63
01/10/2019,B82083,E01013403,71
01/10/2019,B82083,E01013404,174
01/10/2019,B82083,E01013405,205
01/10/2019,B82083,E01013406,278
01/10/2019,B82083,E01013407,64
01/10/2019,B82083,E01013408,87
01/10/2019,B82083,E01013409,124
01/10/2019,B82083,E01013410,102
01/10/2019,B82083,E01013411,170
01/10/2019,B82083,E01013412,106
01/10/2019,B82083,E01013413,95
01/10/2019,B82083,E01013414,82
01/10/2019,B82083,E01013416,152
01/10/2019,B82083,E01013417,158
01/10/2019,B82083,E01013418,85
01/10/2019,B82083,E01013419,177
01/10/2019,B82083,E01013420,118
01/10/2019,B82083,E01013421,161
01/10/2019,B82083,E01013422,223
01/10/2019,B82083,E01013423,49
01/10/2019,B82083,E01013425,76
01/10/2019,B82083,E01013426,77
01/10/2019,B82083,E01013427,63
01/10/2019,B82083,E01013428,774
01/10/2019,B82083,E01013429,1368
01/10/2019,B82083,E01013430,1149
01/10/2019,B82083,E01013431,1253
01/10/2019,B82083,E01013432,1137
01/10/2019,B82083,E01013433,853
01/10/2019,B82083,E01013434,916
01/10/2019,B82083,E01013435,801
01/10/2019,B82083,E01013436,80
01/10/2019,B82083,E01013437,83
01/10/2019,B82083,E01013438,61
01/10/2019,B82083,E01013439,46
01/10/2019,B82083,E01013440,29
01/10/2019,B82083,E01013441,504
01/10/2019,B82083,E01013442,293
01/10/2019,B82083,E01013443,382
01/10/2019,B82083,E01013444,291
01/10/2019,B82083,E01013445,272
01/10/2019,B82083,E01013446,258
01/10/2019,B82083,E01013447,234
01/10/2019,B82083,E01013448,302
01/10/2019,B82083,E01013449,439
01/10/2019,B82083,E01027601,24
01/10/2019,B82083,E01027619,461
01/10/2019,B82083,E01027684,21
01/10/2019,B82083,E01027875,43
01/10/2019,B82083,E01033067,227
01/10/2019,B82083,E01033068,195
01/10/2019,B82083,E01033069,122
01/10/2019,B82083,E01033070,1118
01/10/2019,B82097,E01027876,369
01/10/2019,B82097,E01027877,406
