period,practice_code,lsoa,population
01/10/2018,B82005,E01013385,1009
01/10/2018,B82005,E01013386,1044
01/10/2018,B82005,E01013387,875
01/10/2018,B82005,E01013388,491
01/10/2018,B82005,E01013389,758
01/10/2018,B82005,E01013390,697
01/10/2018,B82005,E01013391,474
01/10/2018,B82005,E01013392,735
01/10/2018,B82005,E01013393,668
01/10/2018,B82005,E01013394,453
01/10/2018,B82005,E01013395,441
01/10/2018,B82005,E01013396,332
01/10/2018,B82005,E01013397,375
01/10/2018,B82005,E01013398,971
01/10/2018,B82005,E01013399,1327
01/10/2018,B82005,E01013400,657
01/10/2018,B82005,E01013401,972
01/10/2018,B82005,E01013402,650
01/10/2018,B82005,E01013403,725
01/10/2018,B82005,E01013404,227
01/10/2018,B82005,E01013405,407
01/10/2018,B82005,E01013406,1006
01/10/2018,B82005,E01013407,123
01/10/2018,B82005,E01013408,103
01/10/2018,B82005,E01013409,297
01/10/2018,B82005,E01013410,130
01/10/2018,B82005,E01013411,231
01/10/2018,B82005,E01013412,316
01/10/2018,B82005,E01013413,374
01/10/2018,B82005,E01013414,224
01/10/2018,B82005,E01013416,577
01/10/2018,B82005,E01013417,191
01/10/2018,B82005,E01013418,859
01/10/2018,B82005,E01013419,1342
01/10/2018,B82005,E01013420,899
01/10/2018,B82005,E01013421,148
01/10/2018,B82005,E01013422,255
01/10/2018,B82005,E01013423,49
01/10/2018,B82005,E01013424,61
01/10/2018,B82005,E01013425,91
01/10/2018,B82005,E01013426,108
01/10/2018,B82005,E01013427,90
01/10/2018,B82005,E01013428,846
01/10/2018,B82005,E01013429,604
01/10/2018,B82005,E01013430,134
01/10/2018,B82005,E01013431,559
01/10/2018,B82005,E01013432,593
01/10/2018,B82005,E01013433,426
01/10/2018,B82005,E01013434,469
01/10/2018,B82005,E01013435,551
01/10/2018,B82005,E01013436,76
01/10/2018,B82005,E01013437,116
01/10/2018,B82005,E01013438,26
01/10/2018,B82005,E01013439,45
01/10/2018,B82005,E01013440,24
01/10/2018,B82005,E01013441,360
01/10/2018,B82005,E01013442,355
01/10/2018,B82005,E01013443,706
01/10/2018,B82005,E01013444,425
01/10/2018,B82005,E01013445,568
01/10/2018,B82005,E01013446,826
01/10/2018,B82005,E01013447,914
01/10/2018,B82005,E01013448,634
01/10/2018,B82005,E01013449,555
01/10/2018,B82005,E01013450,325
01/10/2018,B82005,E01013451,23
01/10/2018,B82005,E01013452,73
01/10/2018,B82005,E01027619,37
01/10/2018,B82005,E01027684,24
01/10/2018,B82005,E01027696,1599
01/10/2018,B82005,E01027797,26
01/10/2018,B82005,E01027875,49
01/10/2018,B82005,E01027900,30
01/10/2018,B82005,E01027901,29
01/10/2018,B82005,E01027902,46
01/10/2018,B82005,E01027903,33
01/10/2018,B82005,E01033067,479
01/10/2018,B82005,E01033068,317
01/10/2018,B82005,E01033069,362
01/10/2018,B82005,E01033070,213
01/10/2018,B82018,E01013022,66
01/10/2018,B82018,E01013365,84
01/10/2018,B82018,E01013450,636
01/10/2018,B82018,E01013452,268
01/10/2018,B82018,E01027876,134
01/10/2018,B82018,E01027877,236
01/10/2018,B82018,E01027897,273
01/10/2018,B82018,E01027900,1647
01/10/2018,B82018,E01027901,399
01/10/2018,B82018,E01027902,740
01/10/2018,B82018,E01027903,1381
01/10/2018,B82021,E01013335,64
01/10/2018,B82021,E01013336,48
01/10/2018,B82021,E01013337,92
01/10/2018,B82021,E01013338,99
01/10/2018,B82021,E01013339,97
01/10/2018,B82021,E01013340,89
01/10/2018,B82021,E01013341,64
01/10/2018,B82021,E01013342,88
01/10/2018,B82021,E01013346,27
01/10/2018,B82021,E01013353,140
01/10/2018,B82021,E01013354,57
01/10/2018,B82021,E01013355,168
01/10/2018,B82021,E01013356,79
01/10/2018,B82021,E01013357,546
01/10/2018,B82021,E01013358,548
01/10/2018,B82021,E01013359,71
01/10/2018,B82021,E01013364,26
01/10/2018,B82021,E01013366,29
01/10/2018,B82021,E01013383,24
01/10/2018,B82021,E01013390,74
01/10/2018,B82021,E01013391,544
01/10/2018,B82021,E01013392,72
01/10/2018,B82021,E01013393,103
01/10/2018,B82021,E01013394,67
01/10/2018,B82021,E01013395,268
01/10/2018,B82021,E01013396,123
01/10/2018,B82021,E01013397,430
01/10/2018,B82021,E01013412,284
01/10/2018,B82021,E01013413,304
01/10/2018,B82021,E01013414,147
01/10/2018,B82021,E01013416,388
01/10/2018,B82021,E01013417,1157
01/10/2018,B82021,E01013418,145
01/10/2018,B82021,E01013421,55
01/10/2018,B82021,E01013422,40
01/10/2018,B82021,E01013423,33
01/10/2018,B82021,E01013424,23
01/10/2018,B82021,E01013425,51
01/10/2018,B82021,E01013427,39
01/10/2018,B82021,E01013431,23
01/10/2018,B82021,E01013432,25
01/10/2018,B82021,E01013435,21
01/10/2018,B82021,E01013441,81
01/10/2018,B82021,E01013442,35
01/10/2018,B82021,E01013443,92
01/10/2018,B82021,E01013444,60
01/10/2018,B82021,E01013445,75
01/10/2018,B82021,E01013446,37
01/10/2018,B82021,E01013447,42
01/10/2018,B82021,E01013448,53
01/10/2018,B82021,E01013449,81
01/10/2018,B82021,E01027875,90
01/10/2018,B82021,E01033068,194
01/10/2018,B82021,E01033069,146
01/10/2018,B82021,E01033070,26
01/10/2018,B82026,E01013335,459
01/10/2018,B82026,E01013336,376
01/10/2018,B82026,E01013337,529
01/10/2018,B82026,E01013338,385
01/10/2018,B82026,E01013339,458
01/10/2018,B82026,E01013341,24
01/10/2018,B82026,E01013346,26
01/10/2018,B82026,E01013348,42
01/10/2018,B82026,E01013351,51
01/10/2018,B82026,E01013353,179
01/10/2018,B82026,E01013354,167
01/10/2018,B82026,E01013355,137
01/10/2018,B82026,E01013356,139
01/10/2018,B82026,E01013357,151
01/10/2018,B82026,E01013358,82
01/10/2018,B82026,E01013359,199
01/10/2018,B82026,E01013370,1313
01/10/2018,B82026,E01013371,1319
01/10/2018,B82026,E01013372,1574
01/10/2018,B82026,E01013373,1377
01/10/2018,B82026,E01013374,1337
01/10/2018,B82026,E01013375,1150
01/10/2018,B82026,E01013376,1366
01/10/2018,B82026,E01013377,1451
01/10/2018,B82026,E01013379,35
01/10/2018,B82026,E01013385,43
01/10/2018,B82026,E01013386,80
01/10/2018,B82026,E01013387,55
01/10/2018,B82026,E01013388,101
01/10/2018,B82026,E01013389,28
01/10/2018,B82026,E01013390,93
01/10/2018,B82026,E01013391,98
01/10/2018,B82026,E01013392,224
01/10/2018,B82026,E01013393,125
01/10/2018,B82026,E01013394,154
01/10/2018,B82026,E01013395,118
01/10/2018,B82026,E01013396,243
01/10/2018,B82026,E01013397,106
01/10/2018,B82026,E01013404,889
01/10/2018,B82026,E01013405,480
01/10/2018,B82026,E01013406,445
01/10/2018,B82026,E01013407,939
01/10/2018,B82026,E01013408,778
01/10/2018,B82026,E01013409,715
01/10/2018,B82026,E01013410,1090
01/10/2018,B82026,E01013411,652
01/10/2018,B82026,E01013412,21
01/10/2018,B82026,E01013414,23
01/10/2018,B82026,E01013417,28
01/10/2018,B82026,E01013419,23
01/10/2018,B82026,E01013421,293
01/10/2018,B82026,E01013422,1113
01/10/2018,B82026,E01013423,34
01/10/2018,B82026,E01013425,28
01/10/2018,B82026,E01013426,1400
01/10/2018,B82026,E01013427,1231
01/10/2018,B82026,E01013429,47
01/10/2018,B82026,E01013430,161
01/10/2018,B82026,E01013432,70
01/10/2018,B82026,E01013433,35
01/10/2018,B82026,E01013434,62
01/10/2018,B82026,E01013435,30
01/10/2018,B82026,E01013436,473
01/10/2018,B82026,E01013437,926
01/10/2018,B82026,E01013438,267
01/10/2018,B82026,E01013439,165
01/10/2018,B82026,E01013440,320
01/10/2018,B82026,E01013441,270
01/10/2018,B82026,E01013442,518
01/10/2018,B82026,E01013443,315
01/10/2018,B82026,E01013444,460
01/10/2018,B82026,E01013445,379
01/10/2018,B82026,E01013446,353
01/10/2018,B82026,E01013447,275
01/10/2018,B82026,E01013448,285
01/10/2018,B82026,E01013449,364
01/10/2018,B82026,E01027601,38
01/10/2018,B82026,E01027619,74
01/10/2018,B82026,E01027684,94
01/10/2018,B82026,E01027696,183
01/10/2018,B82026,E01027797,109
01/10/2018,B82026,E01027799,40
01/10/2018,B82031,E01027886,102
01/10/2018,B82031,E01027887,32
01/10/2018,B82031,E01027888,1264
01/10/2018,B82031,E01027891,28
01/10/2018,B82031,E01027893,105
01/10/2018,B82031,E01027898,606
01/10/2018,B82031,E01027899,320
01/10/2018,B82031,E01027904,1101
01/10/2018,B82031,E01027914,1332
01/10/2018,B82031,E01027915,1453
01/10/2018,B82031,E01027916,1276
01/10/2018,B82031,E01027917,1907
01/10/2018,B82031,E01027922,22
01/10/2018,B82033,E01027774,203
01/10/2018,B82033,E01027776,1167
01/10/2018,B82033,E01027777,324
01/10/2018,B82033,E01027783,30
01/10/2018,B82033,E01027792,2102
01/10/2018,B82033,E01027793,1495
01/10/2018,B82033,E01027794,1931
01/10/2018,B82033,E01027795,1582
01/10/2018,B82033,E01027800,224
01/10/2018,B82033,E01027801,890
01/10/2018,B82033,E01027802,544
01/10/2018,B82041,E01027876,368
01/10/2018,B82041,E01027877,343
01/10/2018,B82041,E01027878,396
01/10/2018,B82041,E01027879,661
01/10/2018,B82041,E01027880,814
01/10/2018,B82041,E01027881,850
01/10/2018,B82041,E01027882,902
01/10/2018,B82041,E01027883,559
01/10/2018,B82041,E01027884,799
01/10/2018,B82041,E01027885,982
01/10/2018,B82041,E01027886,324
01/10/2018,B82041,E01027887,345
01/10/2018,B82041,E01027890,354
01/10/2018,B82041,E01027893,325
01/10/2018,B82041,E01027894,444
01/10/2018,B82041,E01027895,498
01/10/2018,B82041,E01027896,296
01/10/2018,B82041,E01027897,458
01/10/2018,B82041,E01027901,1154
01/10/2018,B82041,E01027902,621
01/10/2018,B82041,E01027903,69
01/10/2018,B82041,E01027905,490
01/10/2018,B82041,E01027906,223
01/10/2018,B82041,E01027907,259
01/10/2018,B82041,E01027908,238
01/10/2018,B82041,E01027909,426
01/10/2018,B82041,E01027910,1133
01/10/2018,B82041,E01027911,615
01/10/2018,B82041,E01027912,463
01/10/2018,B82041,E01027913,478
01/10/2018,B82047,E01013343,45
01/10/2018,B82047,E01013344,24
01/10/2018,B82047,E01013345,30
01/10/2018,B82047,E01013348,27
01/10/2018,B82047,E01013350,21
01/10/2018,B82047,E01013351,58
01/10/2018,B82047,E01013352,48
01/10/2018,B82047,E01013358,21
01/10/2018,B82047,E01013360,444
01/10/2018,B82047,E01013361,1046
01/10/2018,B82047,E01013362,684
01/10/2018,B82047,E01013363,1559
01/10/2018,B82047,E01013364,907
01/10/2018,B82047,E01013365,445
01/10/2018,B82047,E01013366,59
01/10/2018,B82047,E01013368,49
01/10/2018,B82047,E01013369,59
01/10/2018,B82047,E01013378,8130
01/10/2018,B82047,E01013379,57
01/10/2018,B82047,E01013380,125
01/10/2018,B82047,E01013381,103
01/10/2018,B82047,E01013382,44
01/10/2018,B82047,E01013383,173
01/10/2018,B82047,E01013384,245
01/10/2018,B82047,E01013385,28
01/10/2018,B82047,E01013387,46
01/10/2018,B82047,E01013388,34
01/10/2018,B82047,E01013389,48
01/10/2018,B82047,E01013390,36
01/10/2018,B82047,E01013391,68
01/10/2018,B82047,E01013393,26
01/10/2018,B82047,E01013398,509
01/10/2018,B82047,E01013399,202
01/10/2018,B82047,E01013400,679
01/10/2018,B82047,E01013401,422
01/10/2018,B82047,E01013402,888
01/10/2018,B82047,E01013403,754
01/10/2018,B82047,E01013406,25
01/10/2018,B82047,E01013412,89
01/10/2018,B82047,E01013413,52
01/10/2018,B82047,E01013414,89
01/10/2018,B82047,E01013416,75
01/10/2018,B82047,E01013417,48
01/10/2018,B82047,E01013418,69
01/10/2018,B82047,E01013419,457
01/10/2018,B82047,E01013420,845
01/10/2018,B82047,E01033067,239
01/10/2018,B82047,E01033068,116
01/10/2018,B82047,E01033069,75
01/10/2018,B82047,E01033070,586
01/10/2018,B82064,E01027594,100
01/10/2018,B82064,E01027595,106
01/10/2018,B82064,E01027596,66
01/10/2018,B82064,E01027600,119
01/10/2018,B82064,E01027601,121
01/10/2018,B82064,E01027619,1166
01/10/2018,B82064,E01027622,43
01/10/2018,B82064,E01027634,1450
01/10/2018,B82064,E01027636,26
01/10/2018,B82068,E01027627,42
01/10/2018,B82068,E01027636,27
01/10/2018,B82068,E01027775,159
01/10/2018,B82068,E01027776,28
01/10/2018,B82068,E01027777,50
01/10/2018,B82068,E01027780,1127
01/10/2018,B82068,E01027781,1105
01/10/2018,B82068,E01027782,44
01/10/2018,B82068,E01027783,222
01/10/2018,B82068,E01027784,96
01/10/2018,B82068,E01027800,332
01/10/2018,B82071,E01013340,938
01/10/2018,B82071,E01013341,885
01/10/2018,B82071,E01013342,1061
01/10/2018,B82071,E01013354,51
01/10/2018,B82071,E01013355,90
01/10/2018,B82071,E01013356,27
01/10/2018,B82071,E01013357,176
01/10/2018,B82071,E01013412,22
01/10/2018,B82071,E01013414,25
01/10/2018,B82071,E01013421,293
01/10/2018,B82071,E01013423,866
01/10/2018,B82071,E01013424,955
01/10/2018,B82071,E01013425,1060
01/10/2018,B82071,E01027875,827
01/10/2018,B82073,E01011297,304
01/10/2018,B82073,E01011298,1275
01/10/2018,B82073,E01011299,56
01/10/2018,B82073,E01027888,215
01/10/2018,B82073,E01027891,536
01/10/2018,B82073,E01027892,234
01/10/2018,B82073,E01027893,928
01/10/2018,B82073,E01027894,926
01/10/2018,B82073,E01027895,446
01/10/2018,B82073,E01027898,2239
01/10/2018,B82073,E01027899,738
01/10/2018,B82073,E01027904,120
01/10/2018,B82073,E01027914,260
01/10/2018,B82073,E01027915,547
01/10/2018,B82073,E01027916,306
01/10/2018,B82073,E01027917,478
01/10/2018,B82073,E01027923,22
01/10/2018,B82074,E01027876,718
01/10/2018,B82074,E01027877,528
01/10/2018,B82074,E01027878,570
01/10/2018,B82074,E01027879,524
01/10/2018,B82074,E01027880,466
01/10/2018,B82074,E01027881,410
01/10/2018,B82074,E01027882,643
01/10/2018,B82074,E01027883,151
01/10/2018,B82074,E01027884,305
01/10/2018,B82074,E01027886,767
01/10/2018,B82074,E01027887,723
01/10/2018,B82074,E01027888,48
01/10/2018,B82074,E01027890,243
01/10/2018,B82074,E01027893,342
01/10/2018,B82074,E01027894,416
01/10/2018,B82074,E01027895,338
01/10/2018,B82074,E01027896,1300
01/10/2018,B82074,E01027897,1140
01/10/2018,B82074,E01027901,99
01/10/2018,B82074,E01027902,75
01/10/2018,B82074,E01027905,932
01/10/2018,B82074,E01027906,466
01/10/2018,B82074,E01027907,525
01/10/2018,B82074,E01027908,709
01/10/2018,B82074,E01027909,1202
01/10/2018,B82074,E01027910,1966
01/10/2018,B82074,E01027911,590
01/10/2018,B82074,E01027912,306
01/10/2018,B82074,E01027913,509
01/10/2018,B82077,E01027774,26
01/10/2018,B82077,E01027776,357
01/10/2018,B82077,E01027777,934
01/10/2018,B82077,E01027780,591
01/10/2018,B82077,E01027781,95
01/10/2018,B82077,E01027782,53
01/10/2018,B82077,E01027783,1464
01/10/2018,B82077,E01027784,1536
01/10/2018,B82077,E01027792,80
01/10/2018,B82077,E01027793,43
01/10/2018,B82077,E01027794,78
01/10/2018,B82077,E01027795,42
01/10/2018,B82077,E01027800,626
01/10/2018,B82079,E01027594,153
01/10/2018,B82079,E01027595,147
01/10/2018,B82079,E01027596,100
01/10/2018,B82079,E01027601,1208
01/10/2018,B82079,E01027622,1253
01/10/2018,B82079,E01027778,21
01/10/2018,B82079,E01027782,27
01/10/2018,B82079,E01027799,418
01/10/2018,B82080,E01013057,68
01/10/2018,B82080,E01013059,376
01/10/2018,B82080,E01013060,1914
01/10/2018,B82080,E01013061,1591
01/10/2018,B82080,E01013119,117
01/10/2018,B82080,E01013126,484
01/10/2018,B82080,E01013348,27
01/10/2018,B82080,E01013351,1217
01/10/2018,B82080,E01013352,1177
01/10/2018,B82080,E01013370,79
01/10/2018,B82080,E01013371,57
01/10/2018,B82080,E01013372,62
01/10/2018,B82080,E01013373,88
01/10/2018,B82080,E01013374,93
01/10/2018,B82080,E01013375,73
01/10/2018,B82080,E01013376,74
01/10/2018,B82080,E01013377,48
01/10/2018,B82080,E01013386,48
01/10/2018,B82080,E01013404,228
01/10/2018,B82080,E01013405,247
01/10/2018,B82080,E01013406,207
01/10/2018,B82080,E01013407,328
01/10/2018,B82080,E01013408,329
01/10/2018,B82080,E01013409,660
01/10/2018,B82080,E01013410,94
01/10/2018,B82080,E01013411,413
01/10/2018,B82080,E01013419,103
01/10/2018,B82080,E01013436,929
01/10/2018,B82080,E01013437,136
01/10/2018,B82080,E01013438,1641
01/10/2018,B82080,E01013439,1417
01/10/2018,B82080,E01013440,1544
01/10/2018,B82080,E01027601,95
01/10/2018,B82080,E01027622,68
01/10/2018,B82080,E01027778,164
01/10/2018,B82080,E01027782,31
01/10/2018,B82080,E01027797,1234
01/10/2018,B82080,E01027799,1143
01/10/2018,B82080,E01027803,24
01/10/2018,B82081,E01013022,63
01/10/2018,B82081,E01013057,1028
01/10/2018,B82081,E01013058,132
01/10/2018,B82081,E01013059,490
01/10/2018,B82081,E01013122,75
01/10/2018,B82081,E01013126,63
01/10/2018,B82081,E01013127,683
01/10/2018,B82081,E01013351,657
01/10/2018,B82081,E01013352,440
01/10/2018,B82081,E01013419,29
01/10/2018,B82081,E01013450,355
01/10/2018,B82081,E01013451,1270
01/10/2018,B82081,E01013452,1334
01/10/2018,B82081,E01027797,32
01/10/2018,B82081,E01027900,192
01/10/2018,B82083,E01013335,402
01/10/2018,B82083,E01013336,385
01/10/2018,B82083,E01013337,294
01/10/2018,B82083,E01013338,491
01/10/2018,B82083,E01013339,299
01/10/2018,B82083,E01013340,73
01/10/2018,B82083,E01013341,64
01/10/2018,B82083,E01013342,64
01/10/2018,B82083,E01013343,1228
01/10/2018,B82083,E01013344,1215
01/10/2018,B82083,E01013345,1228
01/10/2018,B82083,E01013346,1209
01/10/2018,B82083,E01013347,1124
01/10/2018,B82083,E01013348,1485
01/10/2018,B82083,E01013349,722
01/10/2018,B82083,E01013350,905
01/10/2018,B82083,E01013352,25
01/10/2018,B82083,E01013353,579
01/10/2018,B82083,E01013354,679
01/10/2018,B82083,E01013355,839
01/10/2018,B82083,E01013356,743
01/10/2018,B82083,E01013357,588
01/10/2018,B82083,E01013358,174
01/10/2018,B82083,E01013359,451
01/10/2018,B82083,E01013360,30
01/10/2018,B82083,E01013361,72
01/10/2018,B82083,E01013362,67
01/10/2018,B82083,E01013363,258
01/10/2018,B82083,E01013364,183
01/10/2018,B82083,E01013365,70
01/10/2018,B82083,E01013366,1075
01/10/2018,B82083,E01013368,1299
01/10/2018,B82083,E01013369,1034
01/10/2018,B82083,E01013370,65
01/10/2018,B82083,E01013371,88
01/10/2018,B82083,E01013372,48
01/10/2018,B82083,E01013373,84
01/10/2018,B82083,E01013374,88
01/10/2018,B82083,E01013375,48
01/10/2018,B82083,E01013376,41
01/10/2018,B82083,E01013377,106
01/10/2018,B82083,E01013378,35
01/10/2018,B82083,E01013379,177
01/10/2018,B82083,E01013380,472
01/10/2018,B82083,E01013381,192
01/10/2018,B82083,E01013382,358
01/10/2018,B82083,E01013383,672
01/10/2018,B82083,E01013384,202
01/10/2018,B82083,E01013385,241
01/10/2018,B82083,E01013386,448
01/10/2018,B82083,E01013387,234
01/10/2018,B82083,E01013388,122
01/10/2018,B82083,E01013389,146
01/10/2018,B82083,E01013390,518
01/10/2018,B82083,E01013391,442
01/10/2018,B82083,E01013392,414
01/10/2018,B82083,E01013393,407
01/10/2018,B82083,E01013394,486
01/10/2018,B82083,E01013395,381
01/10/2018,B82083,E01013396,597
01/10/2018,B82083,E01013397,316
01/10/2018,B82083,E01013398,65
01/10/2018,B82083,E01013399,154
01/10/2018,B82083,E01013400,170
01/10/2018,B82083,E01013401,113
01/10/2018,B82083,E01013402,60
01/10/2018,B82083,E01013403,58
01/10/2018,B82083,E01013404,183
01/10/2018,B82083,E01013405,206
01/10/2018,B82083,E01013406,283
01/10/2018,B82083,E01013407,64
01/10/2018,B82083,E01013408,87
01/10/2018,B82083,E01013409,118
01/10/2018,B82083,E01013410,108
01/10/2018,B82083,E01013411,181
01/10/2018,B82083,E01013412,101
01/10/2018,B82083,E01013413,95
01/10/2018,B82083,E01013414,81
01/10/2018,B82083,E01013416,135
01/10/2018,B82083,E01013417,158
01/10/2018,B82083,E01013418,77
01/10/2018,B82083,E01013419,154
01/10/2018,B82083,E01013420,119
01/10/2018,B82083,E01013421,164
01/10/2018,B82083,E01013422,218
01/10/2018,B82083,E01013423,44
01/10/2018,B82083,E01013425,66
01/10/2018,B82083,E01013426,76
01/10/2018,B82083,E01013427,65
01/10/2018,B82083,E01013428,777
01/10/2018,B82083,E01013429,1375
01/10/2018,B82083,E01013430,1178
01/10/2018,B82083,E01013431,1127
01/10/2018,B82083,E01013432,1166
01/10/2018,B82083,E01013433,863
01/10/2018,B82083,E01013434,905
01/10/2018,B82083,E01013435,805
01/10/2018,B82083,E01013436,78
01/10/2018,B82083,E01013437,73
01/10/2018,B82083,E01013438,68
01/10/2018,B82083,E01013439,43
01/10/2018,B82083,E01013440,23
01/10/2018,B82083,E01013441,486
01/10/2018,B82083,E01013442,302
01/10/2018,B82083,E01013443,369
01/10/2018,B82083,E01013444,303
01/10/2018,B82083,E01013445,286
01/10/2018,B82083,E01013446,266
01/10/2018,B82083,E01013447,256
01/10/2018,B82083,E01013448,310
01/10/2018,B82083,E01013449,449
01/10/2018,B82083,E01027619,478
01/10/2018,B82083,E01027684,23
01/10/2018,B82083,E01027875,44
01/10/2018,B82083,E01033067,214
01/10/2018,B82083,E01033068,206
01/10/2018,B82083,E01033069,116
01/10/2018,B82083,E01033070,1239
01/10/2018,B82097,E01027876,364
01/10/2018,B82097,E01027877,397
01/10/2018,B82097,E01027878,335
01/10/2018,B82097,E01027879,271
01/10/2018,B82097,E01027880,259
01/10/2018,B82097,E01027881,272
01/10/2018,B82097,E01027882,329
01/10/2018,B82097,E01027883,77
01/10/2018,B82097,E01027884,128
01/10/2018,B82097,E01027885,38
01/10/2018,B82097,E01027886,216
01/10/2018,B82097,E01027887,422
01/10/2018,B82097,E01027890,103
01/10/2018,B82097,E01027893,221
01/10/2018,B82097,E01027894,391
01/10/2018,B82097,E01027895,247
01/10/2018,B82097,E01027896,279
01/10/2018,B82097,E01027897,342
01/10/2018,B82097,E01027900,48
01/10/2018,B82097,E01027901,34
01/10/2018,B82097,E01027902,34
01/10/2018,B82097,E01027905,1104
01/10/2018,B82097,E01027906,926
01/10/2018,B82097,E01027907,806
01/10/2018,B82097,E01027908,773
01/10/2018,B82097,E01027909,624
01/10/2018,B82097,E01027910,998
01/10/2018,B82097,E01027911,296
01/10/2018,B82097,E01027912,119
01/10/2018,B82097,E01027913,239
01/10/2018,B82098,E01013335,77
01/10/2018,B82098,E01013336,53
01/10/2018,B82098,E01013337,112
01/10/2018,B82098,E01013338,128
01/10/2018,B82098,E01013339,77
01/10/2018,B82098,E01013340,186
01/10/2018,B82098,E01013341,173
01/10/2018,B82098,E01013342,125
01/10/2018,B82098,E01013343,373
01/10/2018,B82098,E01013344,267
01/10/2018,B82098,E01013345,176
01/10/2018,B82098,E01013346,194
01/10/2018,B82098,E01013347,77
01/10/2018,B82098,E01013348,183
01/10/2018,B82098,E01013349,55
01/10/2018,B82098,E01013350,154
01/10/2018,B82098,E01013353,141
01/10/2018,B82098,E01013354,81
01/10/2018,B82098,E01013355,118
01/10/2018,B82098,E01013356,71
01/10/2018,B82098,E01013357,417
01/10/2018,B82098,E01013358,355
01/10/2018,B82098,E01013359,143
01/10/2018,B82098,E01013360,97
01/10/2018,B82098,E01013361,254
01/10/2018,B82098,E01013362,171
01/10/2018,B82098,E01013363,387
01/10/2018,B82098,E01013364,323
01/10/2018,B82098,E01013365,162
01/10/2018,B82098,E01013366,760
01/10/2018,B82098,E01013368,381
01/10/2018,B82098,E01013369,573
01/10/2018,B82098,E01013378,525
01/10/2018,B82098,E01013379,149
01/10/2018,B82098,E01013380,171
01/10/2018,B82098,E01013381,136
01/10/2018,B82098,E01013382,110
01/10/2018,B82098,E01013383,386
01/10/2018,B82098,E01013384,166
01/10/2018,B82098,E01013385,104
01/10/2018,B82098,E01013386,197
01/10/2018,B82098,E01013387,175
01/10/2018,B82098,E01013388,123
01/10/2018,B82098,E01013389,104
01/10/2018,B82098,E01013390,238
01/10/2018,B82098,E01013391,263
01/10/2018,B82098,E01013392,74
01/10/2018,B82098,E01013393,118
01/10/2018,B82098,E01013394,62
01/10/2018,B82098,E01013395,148
01/10/2018,B82098,E01013396,99
01/10/2018,B82098,E01013397,198
01/10/2018,B82098,E01013398,63
01/10/2018,B82098,E01013399,116
01/10/2018,B82098,E01013400,219
01/10/2018,B82098,E01013401,64
01/10/2018,B82098,E01013402,86
01/10/2018,B82098,E01013403,118
01/10/2018,B82098,E01013404,75
01/10/2018,B82098,E01013405,87
01/10/2018,B82098,E01013406,152
01/10/2018,B82098,E01013407,55
01/10/2018,B82098,E01013408,27
01/10/2018,B82098,E01013409,55
01/10/2018,B82098,E01013410,57
01/10/2018,B82098,E01013411,70
01/10/2018,B82098,E01013412,1257
01/10/2018,B82098,E01013413,882
01/10/2018,B82098,E01013414,1189
01/10/2018,B82098,E01013416,429
01/10/2018,B82098,E01013417,424
01/10/2018,B82098,E01013418,463
01/10/2018,B82098,E01013419,167
01/10/2018,B82098,E01013420,119
01/10/2018,B82098,E01013422,51
01/10/2018,B82098,E01013423,26
01/10/2018,B82098,E01013424,33
01/10/2018,B82098,E01013425,34
01/10/2018,B82098,E01013426,31
01/10/2018,B82098,E01013427,30
01/10/2018,B82098,E01013428,123
01/10/2018,B82098,E01013429,104
01/10/2018,B82098,E01013431,94
01/10/2018,B82098,E01013432,125
01/10/2018,B82098,E01013433,68
01/10/2018,B82098,E01013434,113
01/10/2018,B82098,E01013435,97
01/10/2018,B82098,E01013441,71
01/10/2018,B82098,E01013442,47
01/10/2018,B82098,E01013443,59
01/10/2018,B82098,E01013444,43
01/10/2018,B82098,E01013445,59
01/10/2018,B82098,E01013446,99
01/10/2018,B82098,E01013447,57
01/10/2018,B82098,E01013448,68
01/10/2018,B82098,E01013449,52
01/10/2018,B82098,E01033067,607
01/10/2018,B82098,E01033068,395
01/10/2018,B82098,E01033069,394
01/10/2018,B82098,E01033070,1001
01/10/2018,B82100,E01013335,313
01/10/2018,B82100,E01013336,427
01/10/2018,B82100,E01013337,336
01/10/2018,B82100,E01013338,253
01/10/2018,B82100,E01013339,229
01/10/2018,B82100,E01013340,43
01/10/2018,B82100,E01013341,38
01/10/2018,B82100,E01013342,107
01/10/2018,B82100,E01013353,167
01/10/2018,B82100,E01013354,94
01/10/2018,B82100,E01013355,77
01/10/2018,B82100,E01013356,105
01/10/2018,B82100,E01013357,100
01/10/2018,B82100,E01013358,70
01/10/2018,B82100,E01013359,183
01/10/2018,B82100,E01013390,51
01/10/2018,B82100,E01013391,72
01/10/2018,B82100,E01013392,198
01/10/2018,B82100,E01013393,126
01/10/2018,B82100,E01013394,208
01/10/2018,B82100,E01013395,181
01/10/2018,B82100,E01013396,197
01/10/2018,B82100,E01013397,138
01/10/2018,B82100,E01013417,25
01/10/2018,B82100,E01013421,314
01/10/2018,B82100,E01013422,122
01/10/2018,B82100,E01013423,294
01/10/2018,B82100,E01013424,275
01/10/2018,B82100,E01013425,252
01/10/2018,B82100,E01013426,57
01/10/2018,B82100,E01013427,57
01/10/2018,B82100,E01013429,27
01/10/2018,B82100,E01013432,22
01/10/2018,B82100,E01013433,21
01/10/2018,B82100,E01013441,289
01/10/2018,B82100,E01013442,267
01/10/2018,B82100,E01013443,238
