"period","practice_code","lsoa","population"
"2020-10-01","B82005","E01013423","56"
"2020-10-01","B82005","E01013424","65"
"2020-10-01","B82005","E01013425","89"
"2020-10-01","B82005","E01013426","92"
"2020-10-01","B82005","E01013427","92"
"2020-10-01","B82005","E01013428","868"
"2020-10-01","B82005","E01013429","591"
"2020-10-01","B82005","E01013430","131"
"2020-10-01","B82005","E01013431","638"
"2020-10-01","B82005","E01013432","635"
"2020-10-01","B82005","E01013433","420"
"2020-10-01","B82005","E01013434","454"
"2020-10-01","B82005","E01013435","544"
"2020-10-01","B82005","E01013436","81"
"2020-10-01","B82005","E01013437","131"
"2020-10-01","B82005","E01013441","338"
"2020-10-01","B82005","E01013442","367"
"2020-10-01","B82005","E01013443","656"
"2020-10-01","B82005","E01013444","423"
"2020-10-01","B82005","E01013445","571"
"2020-10-01","B82005","E01013446","815"
"2020-10-01","B82005","E01013447","873"
"2020-10-01","B82005","E01013448","636"
"2020-10-01","B82005","E01013449","589"
"2020-10-01","B82005","E01013450","300"
"2020-10-01","B82005","E01013451","24"
"2020-10-01","B82005","E01013452","77"
"2020-10-01","B82005","E01027619","27"
"2020-10-01","B82005","E01027696","1790"
"2020-10-01","B82005","E01027875","46"
"2020-10-01","B82005","E01027900","24"
"2020-10-01","B82005","E01027901","27"
"2020-10-01","B82005","E01027902","48"
"2020-10-01","B82005","E01027903","22"
"2020-10-01","B82005","E01033067","482"
"2020-10-01","B82005","E01033068","340"
"2020-10-01","B82005","E01033069","356"
"2020-10-01","B82005","E01033070","207"
"2020-10-01","B82018","E01013022","60"
"2020-10-01","B82018","E01013365","94"
"2020-10-01","B82018","E01013450","615"
"2020-10-01","B82018","E01013452","276"
"2020-10-01","B82018","E01027876","142"
"2020-10-01","B82018","E01027877","286"
"2020-10-01","B82018","E01027896","23"
"2020-10-01","B82018","E01027897","312"
"2020-10-01","B82018","E01027900","1679"
"2020-10-01","B82018","E01027901","452"
"2020-10-01","B82018","E01027902","754"
"2020-10-01","B82018","E01027903","1430"
"2020-10-01","B82021","E01013335","62"
"2020-10-01","B82021","E01013336","49"
"2020-10-01","B82021","E01013337","90"
"2020-10-01","B82021","E01013338","102"
"2020-10-01","B82021","E01013339","97"
"2020-10-01","B82021","E01013340","97"
"2020-10-01","B82021","E01013341","78"
"2020-10-01","B82021","E01013342","83"
"2020-10-01","B82021","E01013344","23"
"2020-10-01","B82021","E01013345","22"
"2020-10-01","B82021","E01013346","27"
"2020-10-01","B82021","E01013353","137"
"2020-10-01","B82021","E01013354","54"
"2020-10-01","B82021","E01013355","166"
"2020-10-01","B82021","E01013356","76"
"2020-10-01","B82021","E01013357","545"
"2020-10-01","B82021","E01013358","565"
"2020-10-01","B82021","E01013359","74"
"2020-10-01","B82021","E01013364","30"
"2020-10-01","B82021","E01013365","22"
"2020-10-01","B82021","E01013390","80"
"2020-10-01","B82021","E01013391","576"
"2020-10-01","B82021","E01013392","85"
"2020-10-01","B82021","E01013393","130"
"2020-10-01","B82021","E01013394","67"
"2020-10-01","B82021","E01013395","256"
"2020-10-01","B82021","E01013396","143"
"2020-10-01","B82021","E01013397","471"
"2020-10-01","B82021","E01013412","303"
"2020-10-01","B82021","E01013413","320"
"2020-10-01","B82021","E01013414","155"
"2020-10-01","B82021","E01013416","435"
"2020-10-01","B82021","E01013417","1219"
"2020-10-01","B82021","E01013418","182"
"2020-10-01","B82021","E01013421","55"
"2020-10-01","B82021","E01013422","43"
"2020-10-01","B82021","E01013423","29"
"2020-10-01","B82021","E01013424","23"
"2020-10-01","B82021","E01013425","50"
"2020-10-01","B82021","E01013427","37"
"2020-10-01","B82021","E01013432","21"
"2020-10-01","B82021","E01013435","21"
"2020-10-01","B82021","E01013441","90"
"2020-10-01","B82021","E01013442","38"
"2020-10-01","B82021","E01013443","88"
"2020-10-01","B82021","E01013444","60"
"2020-10-01","B82021","E01013445","79"
"2020-10-01","B82021","E01013446","40"
"2020-10-01","B82021","E01013447","48"
"2020-10-01","B82021","E01013448","64"
"2020-10-01","B82021","E01013449","76"
"2020-10-01","B82021","E01027875","82"
"2020-10-01","B82021","E01033068","207"
"2020-10-01","B82021","E01033069","180"
"2020-10-01","B82021","E01033070","21"
"2020-10-01","B82026","E01013335","434"
"2020-10-01","B82026","E01013336","365"
"2020-10-01","B82026","E01013337","522"
"2020-10-01","B82026","E01013338","393"
"2020-10-01","B82026","E01013339","446"
"2020-10-01","B82026","E01013341","21"
"2020-10-01","B82026","E01013346","28"
"2020-10-01","B82026","E01013348","35"
"2020-10-01","B82026","E01013351","59"
"2020-10-01","B82026","E01013353","166"
"2020-10-01","B82026","E01013354","157"
"2020-10-01","B82026","E01013355","137"
"2020-10-01","B82026","E01013356","140"
"2020-10-01","B82026","E01013357","157"
"2020-10-01","B82026","E01013358","86"
"2020-10-01","B82026","E01013359","212"
"2020-10-01","B82026","E01013370","1322"
"2020-10-01","B82026","E01013371","1305"
"2020-10-01","B82026","E01013372","1538"
"2020-10-01","B82026","E01013373","1374"
"2020-10-01","B82026","E01013374","1343"
"2020-10-01","B82026","E01013375","1131"
"2020-10-01","B82026","E01013376","1374"
"2020-10-01","B82026","E01013377","1461"
"2020-10-01","B82026","E01013379","31"
"2020-10-01","B82026","E01013385","50"
"2020-10-01","B82026","E01013386","80"
"2020-10-01","B82026","E01013387","55"
"2020-10-01","B82026","E01013388","93"
"2020-10-01","B82026","E01013389","33"
"2020-10-01","B82026","E01013390","73"
"2020-10-01","B82026","E01013391","84"
"2020-10-01","B82026","E01013392","210"
"2020-10-01","B82026","E01013393","119"
"2020-10-01","B82026","E01013394","156"
"2020-10-01","B82026","E01013395","114"
"2020-10-01","B82026","E01013396","221"
"2020-10-01","B82026","E01013397","106"
"2020-10-01","B82026","E01013404","1016"
"2020-10-01","B82026","E01013405","448"
"2020-10-01","B82026","E01013406","423"
"2020-10-01","B82026","E01013407","975"
"2020-10-01","B82026","E01013408","772"
"2020-10-01","B82026","E01013409","760"
"2020-10-01","B82026","E01013410","1063"
"2020-10-01","B82026","E01013411","639"
"2020-10-01","B82026","E01013412","24"
"2020-10-01","B82026","E01013414","23"
"2020-10-01","B82026","E01013417","26"
"2020-10-01","B82026","E01013419","36"
"2020-10-01","B82026","E01013421","311"
"2020-10-01","B82026","E01013422","1098"
"2020-10-01","B82026","E01013423","35"
"2020-10-01","B82026","E01013425","33"
"2020-10-01","B82026","E01013426","1393"
"2020-10-01","B82026","E01013427","1187"
"2020-10-01","B82026","E01013429","45"
"2020-10-01","B82026","E01013430","183"
"2020-10-01","B82026","E01013431","26"
"2020-10-01","B82026","E01013432","77"
"2020-10-01","B82026","E01013433","33"
"2020-10-01","B82026","E01013434","55"
"2020-10-01","B82026","E01013435","32"
"2020-10-01","B82026","E01013436","516"
"2020-10-01","B82026","E01013437","942"
"2020-10-01","B82026","E01013438","285"
"2020-10-01","B82026","E01013439","166"
"2020-10-01","B82026","E01013440","318"
"2020-10-01","B82026","E01013441","248"
"2020-10-01","B82026","E01013442","526"
"2020-10-01","B82026","E01013443","287"
"2020-10-01","B82026","E01013444","450"
"2020-10-01","B82026","E01013445","378"
"2020-10-01","B82026","E01013446","344"
"2020-10-01","B82026","E01013447","261"
"2020-10-01","B82026","E01013448","283"
"2020-10-01","B82026","E01013449","339"
"2020-10-01","B82026","E01027601","38"
"2020-10-01","B82026","E01027619","103"
"2020-10-01","B82026","E01027684","94"
"2020-10-01","B82026","E01027696","170"
"2020-10-01","B82026","E01027797","106"
"2020-10-01","B82026","E01027799","40"
"2020-10-01","B82031","E01027886","120"
"2020-10-01","B82031","E01027887","34"
"2020-10-01","B82031","E01027888","1205"
"2020-10-01","B82031","E01027891","30"
"2020-10-01","B82031","E01027893","109"
"2020-10-01","B82031","E01027898","593"
"2020-10-01","B82031","E01027899","306"
"2020-10-01","B82031","E01027904","1131"
"2020-10-01","B82031","E01027914","1337"
"2020-10-01","B82031","E01027915","1369"
"2020-10-01","B82031","E01027916","1306"
"2020-10-01","B82031","E01027917","2434"
"2020-10-01","B82031","E01027922","21"
"2020-10-01","B82033","E01027774","192"
"2020-10-01","B82033","E01027776","1160"
"2020-10-01","B82033","E01027777","308"
"2020-10-01","B82033","E01027783","29"
"2020-10-01","B82033","E01027792","2063"
"2020-10-01","B82033","E01027793","1507"
"2020-10-01","B82033","E01027794","1947"
"2020-10-01","B82033","E01027795","1586"
"2020-10-01","B82033","E01027800","232"
"2020-10-01","B82033","E01027801","913"
"2020-10-01","B82033","E01027802","566"
"2020-10-01","B82041","E01027876","357"
"2020-10-01","B82041","E01027877","428"
"2020-10-01","B82041","E01027878","370"
"2020-10-01","B82041","E01027879","655"
"2020-10-01","B82041","E01027880","791"
"2020-10-01","B82041","E01027881","947"
"2020-10-01","B82041","E01027882","904"
"2020-10-01","B82041","E01027883","524"
"2020-10-01","B82041","E01027884","783"
"2020-10-01","B82041","E01027885","1055"
"2020-10-01","B82041","E01027886","304"
"2020-10-01","B82041","E01027887","338"
"2020-10-01","B82041","E01027890","358"
"2020-10-01","B82041","E01027893","336"
"2020-10-01","B82041","E01027894","544"
"2020-10-01","B82041","E01027895","504"
"2020-10-01","B82041","E01027896","294"
"2020-10-01","B82041","E01027897","458"
"2020-10-01","B82041","E01027901","1140"
"2020-10-01","B82041","E01027902","576"
"2020-10-01","B82041","E01027903","71"
"2020-10-01","B82041","E01027905","466"
"2020-10-01","B82041","E01027906","228"
"2020-10-01","B82041","E01027907","231"
"2020-10-01","B82041","E01027908","236"
"2020-10-01","B82041","E01027909","415"
"2020-10-01","B82041","E01027910","1142"
"2020-10-01","B82041","E01027911","557"
"2020-10-01","B82041","E01027912","462"
"2020-10-01","B82041","E01027913","495"
"2020-10-01","B82047","E01013338","21"
"2020-10-01","B82047","E01013343","35"
"2020-10-01","B82047","E01013345","33"
"2020-10-01","B82047","E01013348","36"
"2020-10-01","B82047","E01013350","21"
"2020-10-01","B82047","E01013351","48"
"2020-10-01","B82047","E01013352","63"
"2020-10-01","B82047","E01013355","21"
"2020-10-01","B82047","E01013358","22"
"2020-10-01","B82047","E01013360","434"
"2020-10-01","B82047","E01013361","985"
"2020-10-01","B82047","E01013362","642"
"2020-10-01","B82047","E01013363","1694"
"2020-10-01","B82047","E01013364","827"
"2020-10-01","B82047","E01013365","435"
"2020-10-01","B82047","E01013366","63"
"2020-10-01","B82047","E01013368","52"
"2020-10-01","B82047","E01013369","91"
"2020-10-01","B82047","E01013378","7864"
"2020-10-01","B82047","E01013379","51"
"2020-10-01","B82047","E01013380","113"
"2020-10-01","B82047","E01013381","105"
"2020-10-01","B82047","E01013382","42"
"2020-10-01","B82047","E01013383","153"
"2020-10-01","B82047","E01013384","184"
"2020-10-01","B82047","E01013385","25"
"2020-10-01","B82047","E01013387","39"
"2020-10-01","B82047","E01013388","23"
"2020-10-01","B82047","E01013389","50"
"2020-10-01","B82047","E01013390","35"
"2020-10-01","B82047","E01013391","64"
"2020-10-01","B82047","E01013395","21"
"2020-10-01","B82047","E01013398","463"
"2020-10-01","B82047","E01013399","213"
"2020-10-01","B82047","E01013400","633"
"2020-10-01","B82047","E01013401","342"
"2020-10-01","B82047","E01013402","874"
"2020-10-01","B82047","E01013403","631"
"2020-10-01","B82047","E01013406","30"
"2020-10-01","B82047","E01013412","86"
"2020-10-01","B82047","E01013413","53"
"2020-10-01","B82047","E01013414","89"
"2020-10-01","B82047","E01013416","71"
"2020-10-01","B82047","E01013417","37"
"2020-10-01","B82047","E01013418","57"
"2020-10-01","B82047","E01013419","449"
"2020-10-01","B82047","E01013420","803"
"2020-10-01","B82047","E01013450","27"
"2020-10-01","B82047","E01033067","245"
"2020-10-01","B82047","E01033068","113"
"2020-10-01","B82047","E01033069","72"
"2020-10-01","B82047","E01033070","752"
"2020-10-01","B82064","E01027594","103"
"2020-10-01","B82064","E01027595","115"
"2020-10-01","B82064","E01027596","73"
"2020-10-01","B82064","E01027600","136"
"2020-10-01","B82064","E01027601","119"
"2020-10-01","B82064","E01027619","1220"
"2020-10-01","B82064","E01027634","1484"
"2020-10-01","B82064","E01027636","23"
"2020-10-01","B82068","E01027627","45"
"2020-10-01","B82068","E01027636","23"
"2020-10-01","B82068","E01027775","157"
"2020-10-01","B82068","E01027776","27"
"2020-10-01","B82068","E01027777","56"
"2020-10-01","B82068","E01027780","1290"
"2020-10-01","B82068","E01027781","1091"
"2020-10-01","B82068","E01027782","30"
"2020-10-01","B82068","E01027783","236"
"2020-10-01","B82068","E01027784","89"
"2020-10-01","B82068","E01027800","336"
"2020-10-01","B82071","E01013340","938"
"2020-10-01","B82071","E01013341","872"
"2020-10-01","B82071","E01013342","1068"
"2020-10-01","B82071","E01013354","54"
"2020-10-01","B82071","E01013355","99"
"2020-10-01","B82071","E01013356","25"
"2020-10-01","B82071","E01013357","191"
"2020-10-01","B82071","E01013358","23"
"2020-10-01","B82071","E01013412","35"
"2020-10-01","B82071","E01013414","26"
"2020-10-01","B82071","E01013421","308"
"2020-10-01","B82071","E01013423","879"
"2020-10-01","B82071","E01013424","943"
"2020-10-01","B82071","E01013425","1066"
"2020-10-01","B82071","E01027875","851"
"2020-10-01","B82073","E01011297","327"
"2020-10-01","B82073","E01011298","1190"
"2020-10-01","B82073","E01011299","54"
"2020-10-01","B82073","E01027888","221"
"2020-10-01","B82073","E01027891","537"
"2020-10-01","B82073","E01027892","248"
"2020-10-01","B82073","E01027893","930"
"2020-10-01","B82073","E01027894","983"
"2020-10-01","B82073","E01027895","451"
"2020-10-01","B82073","E01027898","2241"
"2020-10-01","B82073","E01027899","751"
"2020-10-01","B82073","E01027904","115"
"2020-10-01","B82073","E01027914","266"
"2020-10-01","B82073","E01027915","533"
"2020-10-01","B82073","E01027916","296"
"2020-10-01","B82073","E01027917","615"
"2020-10-01","B82073","E01027923","23"
"2020-10-01","B82074","E01027876","697"
"2020-10-01","B82074","E01027877","596"
"2020-10-01","B82074","E01027878","576"
"2020-10-01","B82074","E01027879","506"
"2020-10-01","B82074","E01027880","446"
"2020-10-01","B82074","E01027881","506"
"2020-10-01","B82074","E01027882","647"
"2020-10-01","B82074","E01027883","160"
"2020-10-01","B82074","E01027884","270"
"2020-10-01","B82074","E01027886","781"
"2020-10-01","B82074","E01027887","755"
"2020-10-01","B82074","E01027888","42"
"2020-10-01","B82074","E01027890","237"
"2020-10-01","B82074","E01027893","341"
"2020-10-01","B82074","E01027894","527"
"2020-10-01","B82074","E01027895","346"
"2020-10-01","B82074","E01027896","1282"
"2020-10-01","B82074","E01027897","1134"
"2020-10-01","B82074","E01027901","87"
"2020-10-01","B82074","E01027902","68"
"2020-10-01","B82074","E01027905","940"
"2020-10-01","B82074","E01027906","490"
"2020-10-01","B82074","E01027907","524"
"2020-10-01","B82074","E01027908","719"
"2020-10-01","B82074","E01027909","1309"
"2020-10-01","B82074","E01027910","2070"
"2020-10-01","B82074","E01027911","623"
"2020-10-01","B82074","E01027912","299"
"2020-10-01","B82074","E01027913","500"
"2020-10-01","B82077","E01027774","33"
"2020-10-01","B82077","E01027776","358"
"2020-10-01","B82077","E01027777","936"
"2020-10-01","B82077","E01027780","586"
"2020-10-01","B82077","E01027781","88"
"2020-10-01","B82077","E01027782","48"
"2020-10-01","B82077","E01027783","1444"
"2020-10-01","B82077","E01027784","1513"
"2020-10-01","B82077","E01027792","77"
"2020-10-01","B82077","E01027793","48"
"2020-10-01","B82077","E01027794","74"
"2020-10-01","B82077","E01027795","58"
"2020-10-01","B82077","E01027800","637"
"2020-10-01","B82079","E01027594","148"
"2020-10-01","B82079","E01027595","148"
"2020-10-01","B82079","E01027596","108"
"2020-10-01","B82079","E01027601","1223"
"2020-10-01","B82079","E01027622","1321"
"2020-10-01","B82079","E01027782","26"
"2020-10-01","B82079","E01027799","444"
"2020-10-01","B82080","E01013057","77"
"2020-10-01","B82080","E01013058","21"
"2020-10-01","B82080","E01013059","368"
"2020-10-01","B82080","E01013060","2081"
"2020-10-01","B82080","E01013061","1599"
"2020-10-01","B82080","E01013119","112"
"2020-10-01","B82080","E01013126","597"
"2020-10-01","B82080","E01013348","24"
"2020-10-01","B82080","E01013351","1191"
"2020-10-01","B82080","E01013352","1193"
"2020-10-01","B82080","E01013370","84"
"2020-10-01","B82080","E01013371","45"
"2020-10-01","B82080","E01013372","59"
"2020-10-01","B82080","E01013373","77"
"2020-10-01","B82080","E01013374","84"
"2020-10-01","B82080","E01013375","58"
"2020-10-01","B82080","E01013376","70"
"2020-10-01","B82080","E01013377","47"
"2020-10-01","B82080","E01013386","43"
"2020-10-01","B82080","E01013404","214"
"2020-10-01","B82080","E01013405","253"
"2020-10-01","B82080","E01013406","194"
"2020-10-01","B82080","E01013407","314"
"2020-10-01","B82080","E01013408","311"
"2020-10-01","B82080","E01013409","648"
"2020-10-01","B82080","E01013410","96"
"2020-10-01","B82080","E01013411","392"
"2020-10-01","B82080","E01013419","92"
"2020-10-01","B82080","E01013436","935"
"2020-10-01","B82080","E01013437","138"
"2020-10-01","B82080","E01013438","1759"
"2020-10-01","B82080","E01013439","1268"
"2020-10-01","B82080","E01013440","1526"
"2020-10-01","B82080","E01027601","108"
"2020-10-01","B82080","E01027622","52"
"2020-10-01","B82080","E01027778","211"
"2020-10-01","B82080","E01027782","32"
"2020-10-01","B82080","E01027797","1233"
"2020-10-01","B82080","E01027799","1057"
"2020-10-01","B82081","E01013022","70"
"2020-10-01","B82081","E01013023","22"
"2020-10-01","B82081","E01013057","1053"
"2020-10-01","B82081","E01013058","138"
"2020-10-01","B82081","E01013059","518"
"2020-10-01","B82081","E01013060","25"
"2020-10-01","B82081","E01013122","84"
"2020-10-01","B82081","E01013126","71"
"2020-10-01","B82081","E01013127","702"
"2020-10-01","B82081","E01013351","549"
"2020-10-01","B82081","E01013352","414"
"2020-10-01","B82081","E01013419","31"
"2020-10-01","B82081","E01013450","371"
"2020-10-01","B82081","E01013451","1281"
"2020-10-01","B82081","E01013452","1331"
"2020-10-01","B82081","E01027797","28"
"2020-10-01","B82081","E01027900","191"
"2020-10-01","B82083","E01013335","413"
"2020-10-01","B82083","E01013336","384"
"2020-10-01","B82083","E01013337","311"
"2020-10-01","B82083","E01013338","478"
"2020-10-01","B82083","E01013339","274"
"2020-10-01","B82083","E01013340","69"
"2020-10-01","B82083","E01013341","77"
"2020-10-01","B82083","E01013342","64"
"2020-10-01","B82083","E01013343","1175"
"2020-10-01","B82083","E01013344","1178"
"2020-10-01","B82083","E01013345","1193"
"2020-10-01","B82083","E01013346","1168"
"2020-10-01","B82083","E01013347","1123"
"2020-10-01","B82083","E01013348","1446"
"2020-10-01","B82083","E01013349","696"
"2020-10-01","B82083","E01013350","890"
"2020-10-01","B82083","E01013352","22"
"2020-10-01","B82083","E01013353","568"
"2020-10-01","B82083","E01013354","652"
"2020-10-01","B82083","E01013355","825"
"2020-10-01","B82083","E01013356","718"
"2020-10-01","B82083","E01013357","598"
"2020-10-01","B82083","E01013358","177"
"2020-10-01","B82083","E01013359","475"
"2020-10-01","B82083","E01013360","32"
"2020-10-01","B82083","E01013361","69"
"2020-10-01","B82083","E01013362","65"
"2020-10-01","B82083","E01013363","240"
"2020-10-01","B82083","E01013364","182"
"2020-10-01","B82083","E01013365","90"
"2020-10-01","B82083","E01013366","1061"
"2020-10-01","B82083","E01013368","1207"
"2020-10-01","B82083","E01013369","1007"
"2020-10-01","B82083","E01013370","63"
"2020-10-01","B82083","E01013371","94"
"2020-10-01","B82083","E01013372","45"
"2020-10-01","B82083","E01013373","73"
"2020-10-01","B82083","E01013374","91"
"2020-10-01","B82083","E01013375","51"
"2020-10-01","B82083","E01013376","38"
"2020-10-01","B82083","E01013377","104"
"2020-10-01","B82083","E01013378","39"
"2020-10-01","B82083","E01013379","171"
"2020-10-01","B82083","E01013380","475"
"2020-10-01","B82083","E01013381","199"
"2020-10-01","B82083","E01013382","335"
"2020-10-01","B82083","E01013383","638"
"2020-10-01","B82083","E01013384","179"
"2020-10-01","B82083","E01013385","239"
"2020-10-01","B82083","E01013386","427"
"2020-10-01","B82083","E01013387","232"
"2020-10-01","B82083","E01013388","126"
"2020-10-01","B82083","E01013389","143"
"2020-10-01","B82083","E01013390","485"
"2020-10-01","B82083","E01013391","449"
"2020-10-01","B82083","E01013392","416"
"2020-10-01","B82083","E01013393","401"
"2020-10-01","B82083","E01013394","503"
"2020-10-01","B82083","E01013395","378"
"2020-10-01","B82083","E01013396","591"
"2020-10-01","B82083","E01013397","312"
"2020-10-01","B82083","E01013398","59"
"2020-10-01","B82083","E01013399","146"
"2020-10-01","B82083","E01013400","181"
"2020-10-01","B82083","E01013401","103"
"2020-10-01","B82083","E01013402","64"
"2020-10-01","B82083","E01013403","66"
"2020-10-01","B82083","E01013404","166"
"2020-10-01","B82083","E01013405","197"
"2020-10-01","B82083","E01013406","292"
"2020-10-01","B82083","E01013407","71"
"2020-10-01","B82083","E01013408","81"
"2020-10-01","B82083","E01013409","120"
"2020-10-01","B82083","E01013410","101"
"2020-10-01","B82083","E01013411","158"
"2020-10-01","B82083","E01013412","115"
"2020-10-01","B82083","E01013413","85"
"2020-10-01","B82083","E01013414","93"
"2020-10-01","B82083","E01013416","143"
"2020-10-01","B82083","E01013417","155"
"2020-10-01","B82083","E01013418","91"
"2020-10-01","B82083","E01013419","199"
"2020-10-01","B82083","E01013420","106"
"2020-10-01","B82083","E01013421","163"
"2020-10-01","B82083","E01013422","214"
"2020-10-01","B82083","E01013423","43"
"2020-10-01","B82083","E01013425","78"
"2020-10-01","B82083","E01013426","84"
"2020-10-01","B82083","E01013427","69"
"2020-10-01","B82083","E01013428","794"
"2020-10-01","B82083","E01013429","1364"
"2020-10-01","B82083","E01013430","1164"
"2020-10-01","B82083","E01013431","1279"
"2020-10-01","B82083","E01013432","1096"
"2020-10-01","B82083","E01013433","870"
"2020-10-01","B82083","E01013434","930"
"2020-10-01","B82083","E01013435","763"
"2020-10-01","B82083","E01013436","78"
"2020-10-01","B82083","E01013437","84"
"2020-10-01","B82083","E01013438","71"
"2020-10-01","B82083","E01013439","30"
"2020-10-01","B82083","E01013440","29"
"2020-10-01","B82083","E01013441","515"
"2020-10-01","B82083","E01013442","288"
"2020-10-01","B82083","E01013443","410"
"2020-10-01","B82083","E01013444","279"
"2020-10-01","B82083","E01013445","268"
"2020-10-01","B82083","E01013446","254"
"2020-10-01","B82083","E01013447","245"
"2020-10-01","B82083","E01013448","298"
"2020-10-01","B82083","E01013449","443"
"2020-10-01","B82083","E01027619","457"
"2020-10-01","B82083","E01027684","25"
"2020-10-01","B82083","E01027797","26"
"2020-10-01","B82083","E01027875","47"
"2020-10-01","B82083","E01033067","249"
"2020-10-01","B82083","E01033068","170"
"2020-10-01","B82083","E01033069","126"
"2020-10-01","B82083","E01033070","1090"
"2020-10-01","B82097","E01027876","363"
"2020-10-01","B82097","E01027877","443"
"2020-10-01","B82097","E01027878","345"
"2020-10-01","B82097","E01027879","250"
"2020-10-01","B82097","E01027880","240"
"2020-10-01","B82097","E01027881","369"
"2020-10-01","B82097","E01027882","318"
"2020-10-01","B82097","E01027883","71"
"2020-10-01","B82097","E01027884","120"
"2020-10-01","B82097","E01027885","54"
"2020-10-01","B82097","E01027886","225"
"2020-10-01","B82097","E01027887","419"
"2020-10-01","B82097","E01027890","108"
"2020-10-01","B82097","E01027893","234"
"2020-10-01","B82097","E01027894","453"
"2020-10-01","B82097","E01027895","247"
"2020-10-01","B82097","E01027896","258"
"2020-10-01","B82097","E01027897","335"
"2020-10-01","B82097","E01027900","40"
"2020-10-01","B82097","E01027901","41"
"2020-10-01","B82097","E01027902","36"
"2020-10-01","B82097","E01027905","1189"
"2020-10-01","B82097","E01027906","949"
"2020-10-01","B82097","E01027907","803"
"2020-10-01","B82097","E01027908","796"
"2020-10-01","B82097","E01027909","551"
"2020-10-01","B82097","E01027910","1111"
"2020-10-01","B82097","E01027911","313"
"2020-10-01","B82097","E01027912","112"
"2020-10-01","B82097","E01027913","229"
"2020-10-01","B82098","E01013335","71"
"2020-10-01","B82098","E01013336","55"
"2020-10-01","B82098","E01013337","106"
"2020-10-01","B82098","E01013338","145"
"2020-10-01","B82098","E01013339","73"
"2020-10-01","B82098","E01013340","185"
"2020-10-01","B82098","E01013341","176"
"2020-10-01","B82098","E01013342","114"
"2020-10-01","B82098","E01013343","395"
"2020-10-01","B82098","E01013344","271"
"2020-10-01","B82098","E01013345","193"
"2020-10-01","B82098","E01013346","198"
"2020-10-01","B82098","E01013347","74"
"2020-10-01","B82098","E01013348","214"
"2020-10-01","B82098","E01013349","80"
"2020-10-01","B82098","E01013350","171"
"2020-10-01","B82098","E01013353","146"
"2020-10-01","B82098","E01013354","83"
"2020-10-01","B82098","E01013355","116"
"2020-10-01","B82098","E01013356","61"
"2020-10-01","B82098","E01013357","402"
"2020-10-01","B82098","E01013358","375"
"2020-10-01","B82098","E01013359","144"
"2020-10-01","B82098","E01013360","120"
"2020-10-01","B82098","E01013361","278"
"2020-10-01","B82098","E01013362","176"
"2020-10-01","B82098","E01013363","486"
"2020-10-01","B82098","E01013364","367"
"2020-10-01","B82098","E01013365","219"
"2020-10-01","B82098","E01013366","732"
"2020-10-01","B82098","E01013368","411"
"2020-10-01","B82098","E01013369","636"
"2020-10-01","B82098","E01013378","527"
"2020-10-01","B82098","E01013379","408"
"2020-10-01","B82098","E01013380","540"
"2020-10-01","B82098","E01013381","313"
"2020-10-01","B82098","E01013382","197"
"2020-10-01","B82098","E01013383","683"
"2020-10-01","B82098","E01013384","301"
"2020-10-01","B82098","E01013385","142"
"2020-10-01","B82098","E01013386","222"
"2020-10-01","B82098","E01013387","361"
"2020-10-01","B82098","E01013388","221"
"2020-10-01","B82098","E01013389","269"
"2020-10-01","B82098","E01013390","234"
"2020-10-01","B82098","E01013391","281"
"2020-10-01","B82098","E01013392","75"
"2020-10-01","B82098","E01013393","115"
"2020-10-01","B82098","E01013394","59"
"2020-10-01","B82098","E01013395","157"
"2020-10-01","B82098","E01013396","98"
"2020-10-01","B82098","E01013397","202"
"2020-10-01","B82098","E01013398","99"
"2020-10-01","B82098","E01013399","151"
"2020-10-01","B82098","E01013400","283"
"2020-10-01","B82098","E01013401","112"
"2020-10-01","B82098","E01013402","135"
"2020-10-01","B82098","E01013403","162"
"2020-10-01","B82098","E01013404","94"
"2020-10-01","B82098","E01013405","107"
"2020-10-01","B82098","E01013406","177"
"2020-10-01","B82098","E01013407","61"
"2020-10-01","B82098","E01013408","28"
"2020-10-01","B82098","E01013409","60"
"2020-10-01","B82098","E01013410","57"
"2020-10-01","B82098","E01013411","75"
"2020-10-01","B82098","E01013412","1368"
"2020-10-01","B82098","E01013413","920"
"2020-10-01","B82098","E01013414","1211"
"2020-10-01","B82098","E01013416","436"
"2020-10-01","B82098","E01013417","408"
"2020-10-01","B82098","E01013418","489"
"2020-10-01","B82098","E01013419","317"
"2020-10-01","B82098","E01013420","166"
"2020-10-01","B82098","E01013422","51"
"2020-10-01","B82098","E01013423","27"
"2020-10-01","B82098","E01013424","33"
"2020-10-01","B82098","E01013425","34"
"2020-10-01","B82098","E01013426","30"
"2020-10-01","B82098","E01013427","27"
"2020-10-01","B82098","E01013428","128"
"2020-10-01","B82098","E01013429","119"
"2020-10-01","B82098","E01013431","115"
"2020-10-01","B82098","E01013432","120"
"2020-10-01","B82098","E01013433","63"
"2020-10-01","B82098","E01013434","112"
"2020-10-01","B82098","E01013435","100"
"2020-10-01","B82098","E01013436","27"
"2020-10-01","B82098","E01013437","30"
"2020-10-01","B82098","E01013441","66"
"2020-10-01","B82098","E01013442","43"
"2020-10-01","B82098","E01013443","64"
"2020-10-01","B82098","E01013444","51"
"2020-10-01","B82098","E01013445","79"
"2020-10-01","B82098","E01013446","101"
"2020-10-01","B82098","E01013447","60"
